,description,google_link,link,name,search,thumbnail
774,"Jan 20, 2017 ... It would be best if you can download and read the Indivisible Guide before the 
meeting, or print it out and bring .... Huntington Beach, CA 92627",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/events/236772703/&sa=U&ved=0ahUKEwieip2eg4nTAhWF34MKHY07CoIQFgggMAE&usg=AFQjCNGnfVoOSmVCWyf96nu--efyC8wXTg,https://www.meetup.com/Indivisible-Orange-County/events/236772703/,Review the Indivisible Guide and Discuss - Indivisible Orange ...,"Huntington Beach , CA indivisible",
775,"Jan 30, 2017 ... Indivisible Orange County is a group for those who are interested in working with 
others to take positive action in creating an open-minded ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/messages/boards/thread/50560861/&sa=U&ved=0ahUKEwieip2eg4nTAhWF34MKHY07CoIQFggmMAI&usg=AFQjCNHsm_sUqT0x9SlYXHun9h_-5g--iw,https://www.meetup.com/Indivisible-Orange-County/messages/boards/thread/50560861/,Resist Trump Tuesdays - Indivisible Orange County (Huntington ...,"Huntington Beach , CA indivisible",
776,"Indivisible OC shared California 45th's event. · March 5 at 12:48pm ..... Mon 1:00 
PM PST · Triangle Park, Huntington Beach · Huntington Beach, CA. Community ...",http://www.google.com/url?q=https://www.facebook.com/indivisibleoc/&sa=U&ved=0ahUKEwieip2eg4nTAhWF34MKHY07CoIQFggsMAM&usg=AFQjCNEHg1V-pJXW8AIXNKuYf7vYG4O-sw,https://www.facebook.com/indivisibleoc/,Indivisible OC - Home | Facebook,"Huntington Beach , CA indivisible",
777,"ResistTrumpTuesday: Rohrabacher, with Indivisible OC-48 ... Huntington Beach - 
corner of 5th and Walnut ... Political Organization · Laguna Beach, California.",http://www.google.com/url?q=https://www.facebook.com/events/148277122346577/&sa=U&ved=0ahUKEwieip2eg4nTAhWF34MKHY07CoIQFggxMAQ&usg=AFQjCNEUhw_Zbjur8umJyOcCdz9ZHiz5UA,https://www.facebook.com/events/148277122346577/,"ResistTrumpTuesday: Rohrabacher, with Indivisible OC-48 - Facebook","Huntington Beach , CA indivisible",
779,"Inspired by the Indivisible Guide, we are constituents advocating our members ... 
HB Police Verifies the Facts, Contrary to Rohrabacher's LiesFebruary 16, 2017 ...",http://www.google.com/url?q=http://www.indivisibleoc.org/&sa=U&ved=0ahUKEwieip2eg4nTAhWF34MKHY07CoIQFgg8MAY&usg=AFQjCNF-aPHuAzebJxCIBgGVqI-VIzDqUw,http://www.indivisibleoc.org/,INDIVISIBLE ORANGE COUNTY: Home,"Huntington Beach , CA indivisible",
780,"Los Angeles, CA 90025 (310) 914-7300 (202) 224-3841. Kamala Harris (D) ... 
Suite 380. Huntington Beach, CA 92648. Phone: (714) 960-6483, (202) 225-
2415.",http://www.google.com/url?q=http://www.indivisibleoc.org/contact-your-rep/&sa=U&ved=0ahUKEwieip2eg4nTAhWF34MKHY07CoIQFghBMAc&usg=AFQjCNGSBcHzk4Lq0F53gFRPFn4SAWGB8w,http://www.indivisibleoc.org/contact-your-rep/,Contact Your Rep | INDIVISIBLE ORANGE COUNTY,"Huntington Beach , CA indivisible",
783,"Indivisible Alabama is a non-partisan progressive movement that uses grassroots 
... Join us next Saturday April 1st in Mobile as we welcome Paul Davis and ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleAL/&sa=U&ved=0ahUKEwjq7cieg4nTAhUm44MKHdq2BosQFggUMAA&usg=AFQjCNHKFfETEyaNPyOqkyTJiKzGN08iZw,https://www.facebook.com/IndivisibleAL/,Indivisible Alabama - Home | Facebook,"Mobile , AL indivisible",
784,"Bubba the Deplorable: Alabama the Moocher. It may not be long before you see 
the “Luv Gov” standing at a traffic intersection near you with a plastic bucket and ...",http://www.google.com/url?q=https://www.facebook.com/indivisiblemobile/&sa=U&ved=0ahUKEwjq7cieg4nTAhUm44MKHdq2BosQFggZMAE&usg=AFQjCNHSV4fAT2T5m3P-YR-DVQ8T46ztYQ,https://www.facebook.com/indivisiblemobile/,Indivisible Mobile - Home | Facebook,"Mobile , AL indivisible",
793,"Meetups in Moreno Valley. These are just some of the ... of. Moreno Valley, CA. 
Groups · Calendar .... Indivisible San Bernardino Mountains. We're 124 Members.",http://www.google.com/url?q=https://www.meetup.com/cities/us/ca/moreno_valley/&sa=U&ved=0ahUKEwjm1Oyeg4nTAhWm44MKHZl0DsEQFggUMAA&usg=AFQjCNEQBkfdtvgUzYnpEiq5xxdATnQknA,https://www.meetup.com/cities/us/ca/moreno_valley/,"Meetups near Moreno Valley, California | Meetup","Moreno Valley , CA indivisible",
794,"Find Meetups in Moreno Valley, California about Cooking Classes and meet 
people in your local community who share ... Indivisible San Bernardino 
Mountains.",http://www.google.com/url?q=http://www.meetup.com/topics/cooking-classes/us/ca/moreno_valley/&sa=U&ved=0ahUKEwjm1Oyeg4nTAhWm44MKHZl0DsEQFggZMAE&usg=AFQjCNFtvDzm1ViNkA_zZJf88IEM7YQ5LA,http://www.meetup.com/topics/cooking-classes/us/ca/moreno_valley/,Cooking Classes Meetups in Moreno Valley - Meetup,"Moreno Valley , CA indivisible",
796,"Indivisible Morongo Basin invites you to an Action Meeting on Tuesday, April 4. 
.... Sat 11:00 AM PDT · Vista del Lago High School, Theatre · Moreno Valley, CA.",http://www.google.com/url?q=https://www.facebook.com/indivisiblemorongobasin/&sa=U&ved=0ahUKEwjm1Oyeg4nTAhWm44MKHZl0DsEQFggkMAM&usg=AFQjCNGuspsVDphI3SXyoATOifD2r04Xmw,https://www.facebook.com/indivisiblemorongobasin/,Indivisible Morongo Basin - Home | Facebook,"Moreno Valley , CA indivisible",
803,"Indivisible: Arkansas. 653 likes. This is a nonpartisan group committed to 
opposing the Trump agenda.",http://www.google.com/url?q=https://www.facebook.com/indivisiblearkansas/&sa=U&ved=0ahUKEwj1xJ2fg4nTAhVk0oMKHViuCJYQFggUMAA&usg=AFQjCNEpba_-GFHkzNkEwE8L2HBofZOSaw,https://www.facebook.com/indivisiblearkansas/,Indivisible: Arkansas - Home | Facebook,"Little Rock , AR indivisible",
804,"The merged group is called Indivisible LittleRock and Central Arkansas. ... 
Please find us tomorrow on Indivisible Little Rock Central Arkansas's Facebook 
page.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleCentralArkansas/&sa=U&ved=0ahUKEwj1xJ2fg4nTAhVk0oMKHViuCJYQFggZMAE&usg=AFQjCNFs2hoGPG8XLKuQsQqRwARMm1xYsA,https://www.facebook.com/IndivisibleCentralArkansas/,Indivisible Central Arkansas - Home | Facebook,"Little Rock , AR indivisible",
811,"Women's March Huddle with Indivisible Little Rock · Kaitlin T. Sharon K. M.. 2 
Members. What is an Up Next Huddle? During the first few weeks of February, we
 ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Little-Rock/&sa=U&ved=0ahUKEwj1xJ2fg4nTAhVk0oMKHViuCJYQFghAMAg&usg=AFQjCNHD29uI7HtVZ-pcqGdWnpQauQRO_A,https://www.meetup.com/Resist-Little-Rock/,"#Resist: Little Rock (Little Rock, AR) | Meetup","Little Rock , AR indivisible",
815,"6 days ago ... Indivisible Amarillo is facilitating this communication and conversation between 
our friends and neighbors here in the Texas Panhandle and ...",http://www.google.com/url?q=https://indivisibleamarillo.org/2017/03/28/indivisible-amarillo-hosts-town-hall-2017/&sa=U&ved=0ahUKEwjzssefg4nTAhUn_IMKHUKeBfIQFggeMAI&usg=AFQjCNGYuxMRled81T3c8IRTwchQcIaPwg,https://indivisibleamarillo.org/2017/03/28/indivisible-amarillo-hosts-town-hall-2017/,Indivisible Amarillo Hosts Town Hall 2017 | Indivisible Amarillo,"Amarillo , TX indivisible",
816,"If you're in or near Amarillo and want to use the Indivisible Guide to fight the 
Trump ... justice and democracy in America, Texas, and Amarillo, you're not alone
.",http://www.google.com/url?q=https://indivisibleamarillo.org/&sa=U&ved=0ahUKEwjzssefg4nTAhUn_IMKHUKeBfIQFggkMAM&usg=AFQjCNF9_fYq1CmFDIhRfglGulrhPvr7OQ,https://indivisibleamarillo.org/,Indivisible Amarillo | Organizing in Amarillo to use the Indivisible Guide,"Amarillo , TX indivisible",
817,"Indivisible Amarillo is facilitating this communication and conversation between 
our friends and neighbors here in the Texas Panhandle and their elected ...",http://www.google.com/url?q=https://indivisibleamarillo.org/blog/&sa=U&ved=0ahUKEwjzssefg4nTAhUn_IMKHUKeBfIQFggpMAQ&usg=AFQjCNEp8xUvPbcVTeHNuuSHXf-mvDzvlw,https://indivisibleamarillo.org/blog/,Blog | Indivisible Amarillo | Organizing in Amarillo to use the ...,"Amarillo , TX indivisible",
820,"Indivisible Amarillo is on Facebook. Join Facebook to connect with Indivisible 
Amarillo and others you may know. Facebook ... Current City. Amarillo, Texas ...",http://www.google.com/url?q=https://m.ja-jp.m.lite.facebook.com/indivisible.amarillo%3F_ft_%3Dtop_level_post_id.150414965470743%253Atl_objid.150414965470743%253Athid.95477132817%253A306061129499414%253A50%253A0%253A1491029999%253A9077039395616416432%26__tn__%3DC&sa=U&ved=0ahUKEwjzssefg4nTAhUn_IMKHUKeBfIQFgg6MAc&usg=AFQjCNHZMxz7c8Fj7ojuc9DUuBLkNTCVFQ,https://m.ja-jp.m.lite.facebook.com/indivisible.amarillo?_ft_=top_level_post_id.150414965470743%3Atl_objid.150414965470743%3Athid.95477132817%3A306061129499414%3A50%3A0%3A1491029999%3A9077039395616416432&__tn__=C,Indivisible Amarillo | Facebook,"Amarillo , TX indivisible",
822,"The mission of Indivisible Columbus, Georgia is to follow the action plan outlined 
in the Indivisible Guide in an effort to resist current White House administration ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleColumbusGeorgia/&sa=U&ved=0ahUKEwjBg_Ofg4nTAhUJ0IMKHf0ECVQQFggUMAA&usg=AFQjCNH34oomaJL_Fp_jvJsyxGe4sSVYYg,https://www.facebook.com/IndivisibleColumbusGeorgia/,"Indivisible Columbus, Ga - Home | Facebook","Columbus , GA indivisible",
823,"Indivisible Columbus, Ga. 40 likes · 50 talking about this. Our goal is to resist 
Trump's agenda through demanding environmental, racial, social and...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleColumbusGeorgia/%3Fref%3Dpage_internal%26hc_ref%3DPAGES_TIMELINE%26fref%3Dnf&sa=U&ved=0ahUKEwjBg_Ofg4nTAhUJ0IMKHf0ECVQQFggZMAE&usg=AFQjCNEYlq7FfUCvfxxnrojlC1O83Lu1tw,https://www.facebook.com/IndivisibleColumbusGeorgia/?ref=page_internal&hc_ref=PAGES_TIMELINE&fref=nf,"Indivisible Columbus, Ga | Facebook","Columbus , GA indivisible",
825,"For more about Indivisible Georgia, click here. Click here to find your district. 
Click here for an overview of Georgia congressmen. For detailed information 
about ...",http://www.google.com/url?q=http://indivisible-ga.org/&sa=U&ved=0ahUKEwjBg_Ofg4nTAhUJ0IMKHf0ECVQQFggjMAM&usg=AFQjCNGmi68lcHK35Q4OW2JCzJUl6zQzpA,http://indivisible-ga.org/,Indivisible Georgia,"Columbus , GA indivisible",
826,"Member of the Georgia House of Representatives from the 94th ... After receiving 
his honorable discharge, Bishop operated a law firm in Columbus, Georgia.",http://www.google.com/url?q=http://indivisible-ga.org/second/about-the-incumbent-representative/&sa=U&ved=0ahUKEwjBg_Ofg4nTAhUJ0IMKHf0ECVQQFggoMAQ&usg=AFQjCNHQifYVJ8PbGdHqNH64KYSF_52UHA,http://indivisible-ga.org/second/about-the-incumbent-representative/,About the Incumbent Representative – Indivisible Georgia's Second ...,"Columbus , GA indivisible",
832,"Indivisible Ventura. ... North Oxnard United Methodist Church- 1801 Joliet Place - 
come on down! ... Vote Yes on CA SB 54, we must resist ICE Roundups!",http://www.google.com/url?q=https://www.facebook.com/IndivisibleVentura/&sa=U&ved=0ahUKEwiDypigg4nTAhUM84MKHR6ID-AQFggUMAA&usg=AFQjCNHhx5t9UPhOWalPk8aDKJF2DMp8qQ,https://www.facebook.com/IndivisibleVentura/,Indivisible Ventura - Home | Facebook,"Oxnard , CA indivisible",
833,"Indivisible Ventura Immigration Workshop and Mixer! - New Venue! ... Hosted by 
Indivisible Ventura ... 1801 Joliet Pl, Oxnard, CA 93030-3142, United States ...",http://www.google.com/url?q=https://www.facebook.com/events/1059904180780711/%3Facontext%3D%257B%2522ref%2522%253A%25223%2522%252C%2522ref_newsfeed_story_type%2522%253A%2522regular%2522%252C%2522action_history%2522%253A%2522null%2522%257D&sa=U&ved=0ahUKEwiDypigg4nTAhUM84MKHR6ID-AQFggZMAE&usg=AFQjCNF0iny3uE7fmwZc5udWO23etqe2RQ,https://www.facebook.com/events/1059904180780711/?acontext=%7B%22ref%22%3A%223%22%2C%22ref_newsfeed_story_type%22%3A%22regular%22%2C%22action_history%22%3A%22null%22%7D,Indivisible Ventura Immigration Workshop and Mixer! - New Venue!,"Oxnard , CA indivisible",
834,"[masked]. SNAP Seabridge Neighborhood Association of Progressives Oxnard, 
CA 93035 www.snapoxnard.org. Indivisible CA-25 Simi Valley Porter Ranch",http://www.google.com/url?q=https://www.meetup.com/Humanist-Community-of-Ventura-County/events/236972636/&sa=U&ved=0ahUKEwiDypigg4nTAhUM84MKHR6ID-AQFggeMAI&usg=AFQjCNFBuzNR4KQhkH3ZD_1mVNEIyuZDGg,https://www.meetup.com/Humanist-Community-of-Ventura-County/events/236972636/,Sunday Brunch with Family & Friends - Humanist Community of ...,"Oxnard , CA indivisible",
836,"Mar 20, 2017 ... WHEN: Saturday, March 25, 3-5 pm WHERE: North Oxnard United ... ACLU of 
California and staff attorney at the ACLU of Southern California.",http://www.google.com/url?q=https://indivisibleventura.org/2017/03/20/join-us-on-saturday-for-our-focus-on-immigration-workshop-and-mixer/&sa=U&ved=0ahUKEwiDypigg4nTAhUM84MKHR6ID-AQFggpMAQ&usg=AFQjCNFA7yKdctUs6f_9vzuom9PFakMUYg,https://indivisibleventura.org/2017/03/20/join-us-on-saturday-for-our-focus-on-immigration-workshop-and-mixer/,Join us Saturday for our Focus on Immigration ... - indivisible ventura,"Oxnard , CA indivisible",
837,"Local California law enforcement must not cooperate with draconian ICE ... 
Hannah-Beth Jackson (representing Ventura, Oxnard, Santa Paula, Fillmore, ...",http://www.google.com/url?q=https://indivisibleventura.org/&sa=U&ved=0ahUKEwiDypigg4nTAhUM84MKHR6ID-AQFggvMAU&usg=AFQjCNHRdw9gMRax49Wki-u4XB-JXZH2cg,https://indivisibleventura.org/,INDIVISIBLE VENTURA,"Oxnard , CA indivisible",
842,"We are associated with the broader ""Indivisible"" movement -- a nationwide ... This 
group is specifically for residents of California's 8th Congressional District.",http://www.google.com/url?q=https://www.meetup.com/Indivisible-San-Bernardino-Mountains/&sa=U&ved=0ahUKEwihz7-gg4nTAhXL5YMKHdD5CFMQFggUMAA&usg=AFQjCNG2Jf3ix5snpQuAjGZHXpOVzMJE6w,https://www.meetup.com/Indivisible-San-Bernardino-Mountains/,"Indivisible San Bernardino Mountains (Crestline, CA) | Meetup","Fontana , CA indivisible",
843,"Feb 28, 2017 ... We are associated with the broader ""Indivisible"" movement -- a ... group is 
specifically for residents of California's 8th Congressional District.",http://www.google.com/url?q=https://www.meetup.com/Indivisible-San-Bernardino-Mountains/events/past/%3Fscroll%3Dtrue&sa=U&ved=0ahUKEwihz7-gg4nTAhXL5YMKHdD5CFMQFggZMAE&usg=AFQjCNHfConZr8Qac0VejnD0ZWyLiVOipA,https://www.meetup.com/Indivisible-San-Bernardino-Mountains/events/past/?scroll=true,Past Meetups 9,"Fontana , CA indivisible",
844,"See more of Indivisible Citizens of California's 4th Congressional District by logging into Facebook.
 Political Organization in Roseville, California.
 ... PlacesRoseville, CaliforniaPolitical OrganizationIndivisible Citizens of California's 4th Congressional District.",http://www.google.com/url?q=https://www.facebook.com/indivisibleca04/&sa=U&ved=0ahUKEwihz7-gg4nTAhXL5YMKHdD5CFMQFggfMAI&usg=AFQjCNERgiINmpatUcugD1YUC7Y0_1J1Aw,https://www.facebook.com/indivisibleca04/,Indivisible Citizens of California's 4th Congressional District - Home ...,"Fontana , CA indivisible",
852,"Indivisible East Tennessee. 2998 likes · 444 talking about this. Resisting the 
Trump Agenda in Tennessee's 2nd Congressional District: Knox, Blount,...",http://www.google.com/url?q=https://www.facebook.com/indivisibleEastTN/&sa=U&ved=0ahUKEwjp6-2gg4nTAhWs6oMKHfa-B-cQFggUMAA&usg=AFQjCNGOtQdI1jTf_KIACkzxLV8FJpiBuw,https://www.facebook.com/indivisibleEastTN/,Indivisible East Tennessee - Home | Facebook,"Knoxville , TN indivisible",
854,"Our work is based on the principles outlined in the Indivisible Guide. We are ... 
Knoxville, TN: The Women's March Coalition will honor “Sheroes” at the Women's
 ...",http://www.google.com/url?q=http://indivisibletennessee.com/&sa=U&ved=0ahUKEwjp6-2gg4nTAhWs6oMKHfa-B-cQFggeMAI&usg=AFQjCNFlNNRmo4FfPsplxwaMIxjMqcZfBw,http://indivisibletennessee.com/,Indivisible Tennessee – Resisting In The Age Of Trump,"Knoxville , TN indivisible",
862,"Indivisible Fort Lauderdale shared Womens March Florida-Treasure Coast ... 
going to be at Huizenga Park, 32 E. Las Olas Blvd. Fort Lauderdale, Florida 
33301.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleFTL/&sa=U&ved=0ahUKEwiYzpShg4nTAhUD7oMKHebvCOMQFggUMAA&usg=AFQjCNHbYbFfE865DliVJ9zT1xQIOV_Mug,https://www.facebook.com/IndivisibleFTL/,Indivisible Fort Lauderdale - Home | Facebook,"Fort Lauderdale , FL indivisible",
863,"Indivisible South Florida's photo. FEB26. Indivisible ... Hosted by Indivisible South 
Florida. InterestedGoing ... 1480 SW 9th Ave, Fort Lauderdale, Florida 33315 ...",http://www.google.com/url?q=https://www.facebook.com/events/1832598583689226/&sa=U&ved=0ahUKEwiYzpShg4nTAhUD7oMKHebvCOMQFggZMAE&usg=AFQjCNHF1F0v6DZ2VbLN1i0iMdjmjxQr5g,https://www.facebook.com/events/1832598583689226/,Indivisible South Florida General Meeting - Facebook,"Fort Lauderdale , FL indivisible",
867,"Feb 21, 2017 ... Source: Indivisible South Florida email. Senator Bill Nelson. 3416 South 
University Drive. Fort Lauderdale, FL 33328. Phone: [masked]. ****.",http://www.google.com/url?q=https://www.meetup.com/Resist-Boca-Raton/events/237811002/&sa=U&ved=0ahUKEwiYzpShg4nTAhUD7oMKHebvCOMQFggtMAU&usg=AFQjCNEuDZFo8bpAJRB1Ujp1wSCFMY8oYQ,https://www.meetup.com/Resist-Boca-Raton/events/237811002/,INDIVISIBLE FORT LAUDERDALE: WEEKLY RALLY AT SENATOR ...,"Fort Lauderdale , FL indivisible",
869,"Indivisible South Florida seeks to “plug in” activists from all walks of life, “turn on” 
their passion to fight for that in which we believe, and “stay lit”.",http://www.google.com/url?q=https://www.indivisiblesouthflorida.com/&sa=U&ved=0ahUKEwiYzpShg4nTAhUD7oMKHebvCOMQFgg5MAc&usg=AFQjCNFa-2Poee5bqLzLaWqHEgG3NthINA,https://www.indivisiblesouthflorida.com/,Indivisible South Florida,"Fort Lauderdale , FL indivisible",
872,"Yesterday at 10:36am · Salt Lake City, UT. Hey, all! I'm here filming with Utah 
Indivisible. We're at Xpression Media in SLC doing our first commercial, and we ...",http://www.google.com/url?q=https://www.facebook.com/groups/411324352590429/&sa=U&ved=0ahUKEwiF-7Khg4nTAhVk0oMKHViuCJYQFggUMAA&usg=AFQjCNEUqm7_XepgLxifAa0AAzFn0r5LIA,https://www.facebook.com/groups/411324352590429/,Utah Indivisible Public Group | Facebook,"Salt Lake City , UT indivisible",
883,"A network to help people in Virginia connect with the Indivisible movement and 
support each... ... “Tell them is fake news, work of moose and squirrel.”.",http://www.google.com/url?q=https://www.facebook.com/Indivisible-Virginia-1903755849854484/&sa=U&ved=0ahUKEwi_tdmhg4nTAhVG4IMKHS35B8wQFggaMAE&usg=AFQjCNFas3czdy7ghPCt8isSVrkaspd2XQ,https://www.facebook.com/Indivisible-Virginia-1903755849854484/,Indivisible Virginia - Home | Facebook,"Newport News , VA indivisible",
884,Peninsula Indivisible is a diverse group of very concerned like-minded local ...,http://www.google.com/url?q=https://www.meetup.com/Peninsula-Indivisible/&sa=U&ved=0ahUKEwi_tdmhg4nTAhVG4IMKHS35B8wQFgggMAI&usg=AFQjCNETJ-0VB36SBsMXV3u8nfi_7YY2wA,https://www.meetup.com/Peninsula-Indivisible/,"Peninsula Indivisible (Yorktown, VA) | Meetup","Newport News , VA indivisible",
891,"Thu 6:00 PM CDT · Huntsville Madison County Public Library · Huntsville, AL ... 
Indivisible - 5th District North Alabama added a temporary profile picture.",http://www.google.com/url?q=https://www.facebook.com/indivisible5thalabama/&sa=U&ved=0ahUKEwiCoISig4nTAhVB7YMKHaEqDcAQFggUMAA&usg=AFQjCNEIHRkcarXXsF3Vt1gchVPWTAgHcQ,https://www.facebook.com/indivisible5thalabama/,Indivisible - 5th District North Alabama - Home | Facebook,"Huntsville , AL indivisible",
894,"Sat 12:00 PM CDT · Yellowhammer Brewing · Huntsville, AL. 30 people .... 
Indivisible - 5th District North Alabama added a temporary profile picture. · 
Yesterday ...",http://www.google.com/url?q=https://www.facebook.com/indivisible5thalabama/%3Fhc_ref%3DPAGES_TIMELINE%26fref%3Dnf&sa=U&ved=0ahUKEwiCoISig4nTAhVB7YMKHaEqDcAQFgglMAM&usg=AFQjCNE6pQQRjThi-zBYOEb9tQ3H13q-AA,https://www.facebook.com/indivisible5thalabama/?hc_ref=PAGES_TIMELINE&fref=nf,Indivisible - 5th District North Alabama - Home | Facebook,"Huntsville , AL indivisible",
901,"AZ Act Now is providing local action alerts by text - simply text your ..... Indivisible 
Phoenix added 18 new photos to the album: Tuesday with Flake and Franks!",http://www.google.com/url?q=https://www.facebook.com/indivisiblephoenix/&sa=U&ved=0ahUKEwjoiLGig4nTAhWJ34MKHbxGDOYQFggUMAA&usg=AFQjCNFugMXJMr1OFzoXc_vBCqD-vS36Tg,https://www.facebook.com/indivisiblephoenix/,Indivisible Phoenix - Home | Facebook,"Tempe , AZ indivisible",
902,"Indivisible Phoenix shared Arizona Democrats of Legislative District 18's event. ... 
2017 Meeting. Mon 7:00 PM MST · Kyrene De Las Manitas School · Tempe, AZ.",http://www.google.com/url?q=https://www.facebook.com/indivisiblephoenix/posts/232931707171515&sa=U&ved=0ahUKEwjoiLGig4nTAhWJ34MKHbxGDOYQFggZMAE&usg=AFQjCNEirKP9mEiEEdG9K_-DKfrNmO0OdA,https://www.facebook.com/indivisiblephoenix/posts/232931707171515,Indivisible Phoenix shared Arizona... - Indivisible Phoenix | Facebook,"Tempe , AZ indivisible",
903,"#Resist: Tempe · Event Organizer · #TheResistance Phoenix - WePersist! 
Member · Arizona Liberty R3VOLUTION. Member ... Phoenix, AZ. Founded Feb 3
 ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Phoenix/member/222047548/&sa=U&ved=0ahUKEwjoiLGig4nTAhWJ34MKHbxGDOYQFggeMAI&usg=AFQjCNEOAlvVbuuBEjQyhP8ujLwn5NoElQ,https://www.meetup.com/Resist-Phoenix/member/222047548/,"Indivisible - #Resist: Phoenix (Phoenix, AZ) | Meetup","Tempe , AZ indivisible",
904,"Mar 26, 2017 ... Indivisible Phx mtg/'Becoming a PC' info session. Tell a friend ... Arizona 
Democratic Party. 2910 North Central Avenue, Phoenix, AZ (map).",http://www.google.com/url?q=https://www.meetup.com/Resist-Phoenix/events/238606321/&sa=U&ved=0ahUKEwjoiLGig4nTAhWJ34MKHbxGDOYQFggkMAM&usg=AFQjCNFmEsp6gZgB0GpLxp9CoroAqal21A,https://www.meetup.com/Resist-Phoenix/events/238606321/,Indivisible Phx mtg/'Becoming a PC' info session - #Resist: Phoenix ...,"Tempe , AZ indivisible",
910,"Capitol Phone: (512) 463-0127. Capitol Address: P.O. Box 12068, Capitol Station 
Austin, TX 78711. District Address: 7 North Park Plaza Brownsville TX 78521",http://www.google.com/url?q=https://www.indivisibleaustin.com/resources/texas-legislature-contacts/&sa=U&ved=0ahUKEwjBw-Gig4nTAhWn5oMKHeRBAxsQFggUMAA&usg=AFQjCNFKGngsCOHTOrdZzZMO1Q9dkMt5HA,https://www.indivisibleaustin.com/resources/texas-legislature-contacts/,Texas Legislature – INDIVISIBLE AUSTIN,"Brownsville , TX indivisible",
918,"PPTV will make sure that every single elected official in Texas hears one 
message... ... on Abortion in Texas, featuring our Brownsville organizer Sadie 
Hernandez. ... Planned Parenthood Texas Votes shared Indivisible Houston's live 
video.",http://www.google.com/url?q=https://www.facebook.com/PPTexasVotes/&sa=U&ved=0ahUKEwjBw-Gig4nTAhWn5oMKHeRBAxsQFgg-MAg&usg=AFQjCNEV2fiUwL_R8Xc0weY8D711xYfEGg,https://www.facebook.com/PPTexasVotes/,Planned Parenthood Texas Votes - Home | Facebook,"Brownsville , TX indivisible",
920,"Hide Map. 1241 Main St, Worcester, MA 01603-1851, United States ... Created 
for Indivisible Worcester MA ... Come and help us start a local Indivisible Group.",http://www.google.com/url?q=https://www.facebook.com/events/1242078739218009/&sa=U&ved=0ahUKEwiHw4qjg4nTAhWqy4MKHZMgDjEQFggUMAA&usg=AFQjCNERXMSWV3vpXak2x85rfG7HdeNFyg,https://www.facebook.com/events/1242078739218009/,Indivisible Worcester First Meetup! - Facebook,"Worcester , MA indivisible",
921,"Indivisible Worcester First Meetup! Public. · Hosted ... Hide Map. 1241 Main St, 
Worcester, MA 01603-1851, United States ... Created for Indivisible Worcester 
MA ...",http://www.google.com/url?q=https://www.facebook.com/events/1242078739218009/%3Factive_tab%3Ddiscussion&sa=U&ved=0ahUKEwiHw4qjg4nTAhWqy4MKHZMgDjEQFggZMAE&usg=AFQjCNEM64BDncWibudCiU5Nk80rJk1w2w,https://www.facebook.com/events/1242078739218009/?active_tab=discussion,Indivisible Worcester First Meetup! - Facebook,"Worcester , MA indivisible",
929,"Cape Fear Indivisible added an event. ... Cape Fear Indivisible shared their post. 
.... Sat 6:00 PM EDT · 869 Stoneykirk Dr, Fayetteville, NC 28314-0734, United ...",http://www.google.com/url?q=https://www.facebook.com/CapeFearIndivisible/&sa=U&ved=0ahUKEwjvibOjg4nTAhUp4YMKHWXVDGYQFggUMAA&usg=AFQjCNE2u4YeYfD320cIF2OBCjrsO1Az6g,https://www.facebook.com/CapeFearIndivisible/,Cape Fear Indivisible - Home | Facebook,"Fayetteville , NC indivisible",
930,"Indivisible Downtown Fayetteville. 1. February 18 ... Cape Fear Indivisible: https://
m.facebook.com/groups/744162489079748?ref=bookmarks ... Fayetteville, NC.",http://www.google.com/url?q=https://www.meetup.com/Resist-Fayetteville/events/237709077/&sa=U&ved=0ahUKEwjvibOjg4nTAhUp4YMKHWXVDGYQFggZMAE&usg=AFQjCNHfZjUKOtjonlhrlNziRRwDCA-7ow,https://www.meetup.com/Resist-Fayetteville/events/237709077/,Indivisible Downtown Fayetteville - #Resist: Fayetteville (Fayetteville ...,"Fayetteville , NC indivisible",
940,"Jan 26, 2017 ... This is an umbrella group for anyone in the Jackson, MS, Central Mississippi ... 
Jackson Progressives Message Board › Indivisible Guide: A ...",http://www.google.com/url?q=https://www.meetup.com/Jackson-Progressives/messages/boards/thread/50550641&sa=U&ved=0ahUKEwjzreOjg4nTAhWl5oMKHRWADEIQFggZMAE&usg=AFQjCNFAUY-hDCZfaFaWA3ovsrpMkRRCZw,https://www.meetup.com/Jackson-Progressives/messages/boards/thread/50550641,Indivisible Guide: A Practical Guide For Resisting The Trump ...,"Jackson , MS indivisible",
