|,|__City,|__Date,|__District,|__Location,|__Member,|__Notes,|__Party,|__RSVP,|__State,|__StateAb,|__Time,|__Zip,|__address,|__dateChanged,|__dateObj,|__dateString,|__dateValid,|__eventId,|__eventName,|__lastUpdated,|__lastUpdatedHuman,|__lat,|__link,|__linkName,|__lng,|__meetingType,|__rsvpName,|__noLoc,|__repeatingEvent,|__streetAddress,|__timeEnd,|__updatedBy,|__timeEnd24,|__timeStart24,|__timeZone,|__yearMonthDay,|__zoneString
100712,Highland Park,"Thu, Apr 6, 2017",IL-13,Highland Park Public Library	,Brad Schneider,"<p>From Rep. Brad Schneider: We host frequent Neighborhood Office Hours for constituents to more easily meet with caseworkers and staff to discuss any federal issues that they may have. We’re here to help if you have issues with Medicare, Social Security, the Veterans Administration, immigration and more.  If you can’t make it, we’re always available at our Lincolnshire Office. Call us at 847-383-4870.</p>",Democratic,,Illinois,IL,9:30 AM,60035,"494 Laurel Ave, Highland Park, IL 60035",,1.49E+12,Thu Apr 06 2017,TRUE,100712,Neighborhood Office Hours,"2017-03-21, 12:01:1",,42.1844931,,,-87.7967708,Office Hours,,,,494 Laurel Ave	,11:30 AM,,11:30:00,9:30:00,CDT,4/6/2017,America/Chicago
100713,Northbrook,"Thu, Apr 6, 2017",IL-13,Northbrook Public Library,Brad Schneider,"<p>From Rep. Brad Schneider: We host frequent Neighborhood Office Hours for constituents to more easily meet with caseworkers and staff to discuss any federal issues that they may have. We’re here to help if you have issues with Medicare, Social Security, the Veterans Administration, immigration and more.  If you can’t make it, we’re always available at our Lincolnshire Office. Call us at 847-383-4870.</p>",Democratic,,Illinois,IL,3:00 PM,60062,"1201 Cedar Ln, Northbrook, IL 60062",,1.49E+12,Thu Apr 06 2017,TRUE,100713,Neighborhood Office Hours,"2017-03-21, 12:01:1",,42.1305109,,,-87.8309149,Office Hours,,,,1201 Cedar Ln,5:00 PM,,17:00:00,15:00:00,CDT,4/6/2017,America/Chicago
100714,Round Lake Park,"Mon, Apr 10, 2017",IL-13,Avon Township Center,Brad Schneider,"<p>From Rep. Brad Schneider: We host frequent Neighborhood Office Hours for constituents to more easily meet with caseworkers and staff to discuss any federal issues that they may have. We’re here to help if you have issues with Medicare, Social Security, the Veterans Administration, immigration and more.  If you can’t make it, we’re always available at our Lincolnshire Office. Call us at 847-383-4870.</p>",Democratic,,Illinois,IL,9:00 AM,60073,"433 E Washington St, Round Lake Park, IL 60073",,1.49E+12,Mon Apr 10 2017,TRUE,100714,Neighborhood Office Hours,"2017-03-21, 12:01:1",,42.3565821,,,-88.0718381,Office Hours,,,,433 E. Washington St.,11:00 AM,,11:00:00,9:00:00,CDT,4/10/2017,America/Chicago
100740,Tishomingo,"Fri, Apr 7, 2017",OK-02,Tishomingo City Hall,Markwayne Mullin,<p>Town Hall: Open to the Public</p>,Republican,,Oklahoma,OK,8:00 AM,73460,"1130 E Main St, Tishomingo, OK 73460",,1.49E+12,Fri Apr 07 2017,TRUE,100740,Johnston County Town Hall,Sun Mar 26 2017 22:41:13 GMT-0700 (Pacific Daylight Time),,34.2305852,,,-96.6642821,Town Hall,,,,1130 E. Main St,9:00 AM,portcullis@gmail.com,10:00:00,8:00:00,CDT,4/7/2017,America/Chicago
100741,Madill,"Fri, Apr 7, 2017",OK-02,Madill Library,Markwayne Mullin,<p>Open to the public!</p>,Republican,,Oklahoma,OK,9:30 AM,73446,"500 W Overton St, Madill, OK 73446",,1.49E+12,Fri Apr 07 2017,TRUE,100741,Marshall County Town Hall,"2017-03-26, 14:43:51",,34.0921167,,,-96.7751281,Town Hall,,,,500 W. Overton St.,10:30 AM,,11:30:00,9:30:00,CDT,4/7/2017,America/Chicago
100742,Durant,"Fri, Apr 7, 2017",OK-02,Donald W. Reynolds Community Center and Library,Markwayne Mullin,,Republican,,Oklahoma,OK,11:30 AM,74701,"1515 W Main St, Durant, OK 74701",,1.49E+12,Fri Apr 07 2017,TRUE,100742,Bryan County Town Hall,Sun Mar 26 2017 22:41:03 GMT-0700 (Pacific Daylight Time),,33.9945289,,,-96.3934005,Town Hall,,,,1515 W. Main St.,12:30 PM,portcullis@gmail.com,13:30:00,11:30:00,CDT,4/7/2017,America/Chicago
100743,Hugo,"Fri, Apr 7, 2017",OK-02,Kiamichi Technology Center,Markwayne Mullin,,Republican,,Oklahoma,OK,2:30 PM,74743,"107 S 15th St, Hugo, OK 74743",,1.49E+12,Fri Apr 07 2017,TRUE,100743,Choctaw County,"2017-03-26, 14:43:51",,34.0083906,,,-95.494472,Town Hall,,,,107 S. 15th St.,3:30 PM,,16:30:00,14:30:00,CDT,4/7/2017,America/Chicago
100750,Honolulu,"Mon, Apr 17, 2017",Senate,"Mamiya Theater, Chaminade University",Brian Schatz,,Democratic,"<p><a href=""https://www.schatz.senate.gov/townhall"" target=""_blank"">RSVP here</a></p>",Hawaii,HI,12:00 PM,96816,"3140 Waialae Ave, Honolulu, HI 96816",,,Invalid Date,,100750,Brian Schatz Town Hall,"2017-03-26, 14:43:51",,21.2894093,,,-157.8061829,Town Hall,,,,3140 Waialae Avenue,1:30 PM,,,,HST,,Pacific/Honolulu
100751,Hilo,"Wed, Apr 18, 2018",Senate,"University of Hawaii at Hilo, Sciences & Technology Building - Room 108,",Brian Schatz,<p>Sciences & Technology Building - Room 108</p>,Democratic,"<p><a href=""https://www.schatz.senate.gov/townhall"" target=""_blank"">RSVP here</a></p>",Hawaii,HI,1:00 PM,96720,"Sciences and Technology, W Lanikaula St, Hilo, HI 96720",,,Invalid Date,,100751,Town Hall with Senator Brian Schatz,"2017-03-26, 14:43:51",,19.7028827,,,-155.0816406,Town Hall,,,,"Sciences and Technology, W Lanikaula St",2:30 PM,,,,HST,,Pacific/Honolulu
100766,Bloomingdale,"Tue, Apr 4, 2017",IL-08,"Village Hall, Consul Room",Raja Krishnamoorthi,,Democratic,<p>N/A</p>,Illinois,IL,10:00 AM,60108,"201 S Bloomingdale Rd, Bloomingdale, IL 60108",,1.49E+12,Tue Apr 04 2017,TRUE,100766,Satellite Office Hours,"2017-03-27, 20:53:39",,41.9496428,,,-88.0798297,Office Hours,,,,201 S. Bloomingdale Rd,12:00 PM,,12:00:00,10:00:00,CDT,4/4/2017,America/Chicago
100767,Hoffman Estates,"Thu, Apr 6, 2017",IL-08,"Village Hall, Regan Room",Raja Krishnamoorthi,,Democratic,<p>N/A</p>,Illinois,IL,10:00 AM,60169,"1900 Hassell Rd, Hoffman Estates, IL 60169",,1.49E+12,Thu Apr 06 2017,TRUE,100767,Satellite Office Hours,"2017-03-27, 20:53:39",,42.064179,,,-88.1246396,Office Hours,,,,1900 Hassell Road,12:00 PM,,12:00:00,10:00:00,CDT,4/6/2017,America/Chicago
100770,Canal Fulton,"Wed, Apr 26, 2017",OH-16,S.A.L.T. BOX Ministries,James Renacci,"<p>At this event, veterans can learn about and sign up for local, state, and federal benefits.</p>",Republican,"<p><a href=""https://www.facebook.com/events/1862416950647162/"" target=""_blank"">RSVP here</a></p>",Ohio,OH,3:00 PM,44614,"408 Market St W, Canal Fulton, OH 44614",,1.49E+12,Wed Apr 26 2017,TRUE,100770,Veterans Benefit,"2017-03-28, 14:22:48",,40.890006,,,-81.602257,Ticketed Event,,,,408 Market St.W,5:30 PM,,17:00:00,15:00:00,EDT,4/26/2017,America/New_York
100777,Bosque Farms,"Sat, Apr 8, 2017",NM-02,Sopa's Restaurant,Steve Pearce,"<p>""I want to hear your thoughts and concerns about New Mexico’s education system, and what your expectations are for STEM education.""</p>",Republican,,New Mexico,NM,8:30 AM,87068,"1700 Bosque Farms Blvd, Bosque Farms, NM 87068",,1.49E+12,Sat Apr 08 2017,TRUE,100777,Coffee With Your Legislators,"2017-03-29, 08:37:39",,34.8498593,,,-106.691018,Coffee,,,,1700 Bosque Farms Blvd,9:30 AM,,10:30:00,8:30:00,MDT,4/8/2017,America/Denver
900142,Raleigh,"Sat, Apr 8, 2017",NC-04,William Peace University's Kenan Hall,David Price,,Democrat,<p>NA</p>,North Carolina,NC,6:00 PM,27511,"15 E Peace St, Raleigh, NC 27604",,1.49E+12,Sat Apr 08 2017,TRUE,900142,Raleigh Town Hall,"2017-03-29, 08:33:0",,35.789286,,,-78.637452,Town Hall,,,,15 East Peace St,7:00 PM,,20:00:00,18:00:00,EDT,4/8/2017,America/New_York
900143,Campbellsville,"Mon, Apr 10, 2017",KY-01,Taylor County Town Hall,James Comer,,Republican,<p>NA</p>,Kentucky,KY,9:30 AM,42718,"205 N Columbia Ave, Campbellsville, KY 42718",,1.49E+12,Mon Apr 10 2017,TRUE,900143,Taylor County Town Hall,"2017-03-29, 08:33:0",,37.3410912,,,-85.3454763,Town Hall,,,,205 N. Columbia Ave.,11:00 AM,,11:30:00,9:30:00,EDT,4/10/2017,America/New_York
900144,Franklin,"Mon, Apr 10, 2017",KY-01,"Simpson County Historical Courthouse, 2nd Floor Courtroom",James Comer,,Republican,<p>NA</p>,Kentucky,KY,2:30 PM,42134,"100 N Main St, Franklin, KY 42134",,1.49E+12,Mon Apr 10 2017,TRUE,900144,Simpson County Town Hall,"2017-03-29, 08:33:0",,36.7226627,,,-86.5786066,Town Hall,,,,100 N. Main Street,4:00 PM,,16:30:00,14:30:00,CDT,4/10/2017,America/Chicago
900145,Hopkinsville,"Mon, Apr 10, 2017",KY-01,Hopkinsville Community College,James Comer,<p>Hosted by Kentucky Farm Bureau</p>,Republican,<p>NA</p>,Kentucky,KY,6:00 PM,42240,"720 North Dr, Hopkinsville, KY 42240",,1.49E+12,Mon Apr 10 2017,TRUE,900145,Hopkinsville Farm Bill Listening Session,"2017-03-29, 08:33:0",,36.8825283,,,-87.4875023,Town Hall,,,,720 North Dr.,7:30 PM,,20:00:00,18:00:00,CDT,4/10/2017,America/Chicago
900146,Eddyville,"Tue, Apr 11, 2017",KY-01,Lyon County Courthouse,James Comer,,Republican,<p>NA</p>,Kentucky,KY,4:00 PM,42038,"500 W Dale Ave, Eddyville, KY 42038",,1.49E+12,Tue Apr 11 2017,TRUE,900146,Lyon County Town Hall,"2017-03-29, 08:33:0",,37.0906887,,,-88.0844773,Town Hall,,,,500 West Dale Ave,5:30 PM,,18:00:00,16:00:00,CDT,4/11/2017,America/Chicago
900147,Howell,"Tue, Apr 11, 2017",MI-08,Crystal Gardens Banquet Center,Rep. Mike Bishop,<p>Empty Chair Town Hall - Rep. Mike Bishop invited</p>,Republican,<p>NA</p>,Michigan,MI,6:30 PM,48843,"5768 E Grand River Ave, Howell, MI 48843",,1.49E+12,Tue Apr 11 2017,TRUE,900147,Citizen's Town Hall - Mike Bishop Invited,"2017-03-29, 08:33:0",,42.5745618,,,-83.8390234,Town Hall,,,,5768 E Grand River Ave,8:30 PM,,20:30:00,18:30:00,EDT,4/11/2017,America/New_York
900148,Tulsa,"Tue, Apr 11, 2017",OK-1,Mabee Center,Jim Bridenstine,,Republican,<p>NA</p>,Oklahoma,OK,6:30 PM,74136,"7777 S Lewis Ave, Tulsa, OK 74136",,1.49E+12,Tue Apr 11 2017,TRUE,900148,Securing America Town Hall,"2017-03-29, 08:33:0",,36.0480425,,,-95.9554713,Town Hall,,,,7777 S Lewis Ave,8:00 PM,,20:30:00,18:30:00,CDT,4/11/2017,America/Chicago
900149,Randolph,"Wed, Apr 12, 2017",MA-07,Stetson Hall,Michael Capuano,<p>Capuano will be in person.</p>,Democrat,<p>NA</p>,Massachusetts,MA,7:00 PM,2368,"6 S Main St, Randolph, MA 02368",,1.49E+12,Wed Apr 12 2017,TRUE,900149,Community Meeting,"2017-03-29, 08:33:0",,42.1624223,,,-71.0414069,Town Hall,,,,6 S Main St,8:30 PM,,21:00:00,19:00:00,EDT,4/12/2017,America/New_York
900150,Cadiz,"Wed, Apr 12, 2017",KY-01,Renaissance Center,James Comer,<p>9:30 am - Central Daylight Time (CDT)</p>,Republican,<p>NA</p>,Kentucky,KY,9:30 AM,42211,"49 Jefferson St, Cadiz, KY 42211",,1.49E+12,Wed Apr 12 2017,TRUE,900150,Trigg County Town Hall,"2017-03-29, 08:33:0",,36.8629235,,,-87.8375335,Town Hall,,,,49 Jefferson St.,11:00 AM,,11:30:00,9:30:00,CDT,4/12/2017,America/Chicago
900151,Dixon,"Wed, Apr 12, 2017",KY-01,Webster County Extension Office,James Comer,<p>1:30 pm CDT (Central Time)</p>,Republican,<p>NA</p>,Kentucky,KY,1:30 PM,42409,"1118 US-41 ALT, Dixon, KY 42409",,1.49E+12,Wed Apr 12 2017,TRUE,900151,Webster County Town Hall,"2017-03-29, 08:33:0",,37.5277765,,,-87.6870718,Town Hall,,,,1118 US Hwy 41 South,3:00 PM,,15:30:00,13:30:00,CDT,4/12/2017,America/Chicago
900152,Hartford,"Thu, Apr 13, 2017",KY-01,Ohio County Community Center Auditorium,James Comer,<p>3 pm CDT (Central Time)</p>,Republican,<p>NA</p>,Kentucky,KY,3:00 PM,42347,"130 E Washington St, Hartford, KY 42347",,1.49E+12,Thu Apr 13 2017,TRUE,900152,Ohio County Town Hall,"2017-03-29, 08:33:0",,37.4505687,,,-86.9068636,Town Hall,,,,130 East Washington,4:30 PM,,17:00:00,15:00:00,CDT,4/13/2017,America/Chicago
900179,Covington,"Fri, Apr 21, 2017",KY-04,Children's Home of Northern Kentucky,Thomas Massie,<p>Government Forum featuring Congressman Thomas Massie.  Join the NKY Chamber of Commerce for a Government Forum Luncheon featuring Congressman Thomas Massie on April 21st at Children's Home of Northern Kentucky from 11:30 a.m. to 1:00 p.m. Attend to hear about important current issues at the federal level affecting Northern Kentucky.</p>,Republican,"<p>NKY Chamber of Commerce (859) 578-8800 Register at: <a href=""http://web.nkychamber.com/events/eventdetail.aspx?EventID=2595"" target=""_blank"">RSVP here</a></p>",Kentucky,KY,11:30 AM,41011,"200 Home Rd, Covington, KY 41011",,1.49E+12,Fri Apr 21 2017,TRUE,900179,Government Forum Luncheon featuring Repr. Thomas Massie (KY-04),"2017-04-02, 15:52:17",,39.085889,,,-84.53966,Ticketed Event,,,,"200 Home Road, Devou Park,  ",1:00 PM,,13:30:00,11:30:00,EDT,4/21/2017,America/New_York
900186,Gadsden,"Mon, Apr 24, 2017",AL-04,Senior Citizen Activity Center,Robert Aderholt,"<p>Since the Congressman is shy about holding a public town hall, Indivisible Alabama - District 4 is hosting a moderated panel town hall that will discuss and answer questions on the issues he should be addressing.</p>",Republican,<p>NA</p>,Alabama,AL,6:00 PM,35901,"623 Broad St, Gadsden, AL 35901",,1.49E+12,Mon Apr 24 2017,TRUE,900186,With or Without Aderholt Town Hall by Indivisible Alabama - District 4,"2017-04-02, 15:52:17",,34.0151273,,,-86.0069347,Town Hall,,,,623 Broad Street,8:00 PM,,20:00:00,18:00:00,CDT,4/24/2017,America/Chicago
900343,Howell,"Tue, Apr 11, 2017",MI-08,Crystal Gardens Banquet Center,Mike Bishop,<p>Empty Chair Town Hall - Rep. Mike Bishop invited</p>,Republican,,Michigan,MI,6:30 PM,48843,"5768 E Grand River Ave, Howell, MI 48843",,1.49E+12,Tue Apr 11 2017,TRUE,900343,Citizen's Town Hall - Mike Bishop Invited,3/3/201723:19:48,,42.5745618,,,-83.8390234,Town Hall,,,,5768 E Grand River Ave,8:30 PM,,20:30:00,18:30:00,EDT,4/11/2017,America/New_York
999857,Denair,"Mon, Apr 17, 2017",CA-10,Larsa Banquet Hall,Jeff Denham,"<p><a href=""http://www.modbee.com/news/local/turlock/article138801698.html"" target=""_blank"">More Information</a></p>",Republican,,California,CA,6:00 PM,95316,"2107 E Monte Vista Ave, Denair, CA 95316",,1.49E+12,Tue Apr 18 2017,TRUE,999857,,"2017-03-16, 10:53:29",,37.5235761,,,-120.8241766,Town Hall,,,,2107 E Monte Vista Ave,,,20:00:00,18:00:00,PDT,4/18/2017,America/Los_Angeles
999948,Boston,"Thu, Apr 13, 2017",MA-07,East Boston High School auditorium,Mike Capuano,,Democratic,,Massachusetts,MA,6:00 PM,2128,"86 White St, Boston, MA 02128",,1.49E+12,Thu Apr 13 2017,TRUE,999948,Mike Capuano Community Meeting,"2017-03-08, 11:23:52",,42.3810993,,,-71.0350735,Town Hall,,,,86 White St,7:30 PM,,20:00:00,18:00:00,EDT,4/13/2017,America/New_York
999949,Randolph,"Wed, Apr 12, 2017",MA-07,Stetson Hall,Mike Capuano,,Democratic,,Massachusetts,MA,7:00 PM,2368,"6 S Main St, Randolph, MA 02368",,1.49E+12,Wed Apr 12 2017,TRUE,999949,Mike Capuano Community Meeting,"2017-03-08, 11:23:52",,42.1624223,,,-71.0414069,Town Hall,,,,6 S Main St,8:30 PM,,21:00:00,19:00:00,EDT,4/12/2017,America/New_York
999956,Brookline,"Fri, Jun 2, 2017",4,Coolidge Corner Theatre,Joe Kennedy III,<p>Not Free. $5 paid in advance / $10 at the door. No refunds will be given for non-attendance. The $5 ticket price is valid until June 1 or until maximum occupancy is reached. See event registration/ticket page for details.</p>,Democrat,http://business.brooklinechamber.com/events/details/chamber-coffee-with-us-rep-joe-kennedy-congressional-update-and-q-a-988,Massachusetts,MA,8:00 AM,2446,"290 Harvard St, Brookline, MA 02446",,1.50E+12,Fri Jun 02 2017,TRUE,999956,Coffee with Congressman Joe Kennedy III,"2017-03-02, 16:32:26",,42.3425882,,,-71.1224629,Ticked Event,,,,290 Harvard Strett,9:30 AM,,10:00:00,8:00:00,EDT,6/2/2017,America/New_York
999959,Sherwood,"Mon, Apr 17, 2017",1,"Sherwood High School, Gym",Susan Bonamici,"<p>Join Congresswoman Suzanne Bonamici for a Town Hall meeting in Sherwood!    Town Hall meetings provide an opportunity for the Congresswoman to discuss issues, answer questions, and gather ideas.</p>",Democrat,,Oregon,OR,6:00 PM,97140,"16956 SW Meinecke Rd, Sherwood, OR 97140",,1.49E+12,Tue Apr 18 2017,TRUE,999959,Sherwood Town Hall Meeting,"2017-03-02, 16:32:16",,45.3567696,,,-122.850851,Town Hall,,,,16956 SW Meinecke Road,7:00 PM,,20:00:00,18:00:00,PDT,4/18/2017,America/Los_Angeles
999960,Scappoose,"Sat, Apr 15, 2017",1,"Scappoose High School, Gym",Susan Bonamici,,Democrat,,Oregon,OR,3:00 PM,97056,"33700 SE High School Way, Scappoose, OR 97056",,1.49E+12,Sat Apr 15 2017,TRUE,999960,Scappoose Town Hall Meeting,"2017-03-02, 16:32:13",,45.749186,,,-122.8759417,Town Hall,,,,33700 SE High School Way,,,17:00:00,15:00:00,PDT,4/15/2017,America/Los_Angeles
999961,Warrenton,"Sat, Apr 15, 2017",1,"Warrenton High School, Gym",Susan Bonamici,"<p>Join Congresswoman Suzanne Bonamici for a Town Hall meeting in Warrenton!    Town Hall meetings provide an opportunity for the Congresswoman to discuss issues, answer questions, and gather ideas.</p>",Democrat,,Oregon,OR,11:00 AM,97146,"1700 S Main Ave, Warrenton, OR 97146",,1.49E+12,Sat Apr 15 2017,TRUE,999961,Warrenton Town Hall Meeting,"2017-03-02, 16:32:11",,46.1492109,,,-123.9281395,Town Hall,,,,1700 S Main Avenue,,,13:00:00,11:00:00,PDT,4/15/2017,America/Los_Angeles
#NAME?,,Mon Apr 10 2017,KY-1,Campbellsville Civic Center,James Comer,,Republican,,Kentucky,,9:30 AM,,"205 N Columbia Ave, Campbellsville, KY 42718",,1.49E+12,,,#NAME?,,1.49E+12,Sun Mar 19 2017,37.3410912,https://comer.house.gov/media/press-releases/congressman-comer-host-several-town-hall-events-coming-weeks,,-85.3454763,Town Hall,,,,,,,,9:30:00,EDT,4/10/2017,America/New_York
#NAME?,,Mon Apr 10 2017,KY-1,"Simpson County Historical Courthouse,  2nd Floor Courtroom",James Comer,,Republican,,Kentucky,,2:30 PM,,"100 N Main St, Franklin, KY 42134",,1.49E+12,,,#NAME?,Simpson County Town Hall,1.49E+12,Tue Mar 21 2017,36.7226627,,,-86.5786066,Town Hall,,,,,4:30 PM,,16:30:00,14:30:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,KY-1,Hopkinsville Community College,James Comer,,Republican,,Kentucky,,6:00 PM,,"720 North Dr, Hopkinsville, KY 42240",,1.49E+12,,,#NAME?,Hopkinsville Farm Bill Listening Session,1.49E+12,Tue Mar 21 2017,36.8825283,,,-87.4875023,Town Hall,,,,,8:00 PM,,20:00:00,18:00:00,CDT,4/10/2017,America/Chicago
#NAME?,,Tue Apr 11 2017,KY-1,Lyon Co. Courthouse,James Comer,,Republican,,Kentucky,,4:00 PM,,"500 W Dale Ave, Eddyville, KY 42038",,1.49E+12,,,#NAME?,Lyon County Town Hall,1.49E+12,Tue Mar 21 2017,37.0906887,,,-88.0844773,Town Hall,,,,,6:00 PM,,18:00:00,16:00:00,CDT,4/11/2017,America/Chicago
#NAME?,,Wed Apr 12 2017,KY-1,Renaissance Center,James Comer,,Republican,,Kentucky,,9:30 AM,,"49 Jefferson St, Cadiz, KY 42211",,1.49E+12,,,#NAME?,Trigg County Town Hall,1.49E+12,,36.8629235,,,-87.8375335,Town Hall,,,,,11:30 AM,,11:30:00,9:30:00,CDT,4/12/2017,America/Chicago
#NAME?,,Wed Apr 12 2017,KY-1,Webster County Extension Office,James Comer,,Republican,,Kentucky,,1:30 PM,,"1118 US-41 ALT, Dixon, KY 42409",,1.49E+12,,,#NAME?,Webster County Town Hall,1.49E+12,Wed Mar 22 2017,37.5277765,,,-87.6870718,Town Hall,,,,,2:30 PM,,14:30:00,13:30:00,CDT,4/12/2017,America/Chicago
#NAME?,,Thu Apr 13 2017,KY-1,Ohio County Community Center Auditorium,James Comer,,Republican,,Kentucky,,3:00 PM,,"130 E Washington St, Hartford, KY 42347",,1.49E+12,,,#NAME?,Ohio County Town Hall,1.49E+12,,37.4505687,,,-86.9068636,Town Hall,,,,,5:00 PM,,17:00:00,15:00:00,CDT,4/13/2017,America/Chicago
#NAME?,,Mon Apr 17 2017,KY-1,Union County Job Corps Center,James Comer,,Republican,,Kentucky,,4:00 PM,,"2302 US-60, Morganfield, KY 42437",,1.49E+12,,,#NAME?,Union County Town Hall,1.49E+12,,37.693076,,,-87.877604,Town Hall,,,,,6:00 PM,,18:00:00,16:00:00,CDT,4/17/2017,America/Chicago
#NAME?,,Tue Apr 18 2017,KY-1,Hopkins County Fiscal Court Room,James Comer,,Republican,,Kentucky,,4:00 PM,,"56 N Main St, Madisonville, KY 42431",,1.49E+12,,,#NAME?,Hopkins County Town Hall,1.49E+12,,37.3292861,,,-87.498332,Town Hall,,,,,6:00 PM,,18:00:00,16:00:00,CDT,4/18/2017,America/Chicago
-KfrnDRWUHM-0qMEDn9E,,Thu Apr 20 2017,WA-3,"Foster Hall, Clark College",Jaime Herrera Beutler,,Republican,,Washington,,6:00 PM,,"1933 Fort Vancouver Way, Vancouver, WA 98663",,1.49E+12,,,-KfrnDRWUHM-0qMEDn9E,Citizens Town Hall,1.49E+12,,45.6349879,https://www.facebook.com/events/183751435453144/,,-122.6517252,Empty Chair Town Hall,,,,,8:00 PM,,20:00:00,18:00:00,PDT,4/20/2017,America/Los_Angeles
#NAME?,,Tue Apr 11 2017,OK-1,Mabee Center - Oral Roberts University,Jim Bridenstine,The information is from one of the aides via phone as this is not posted on the website. Doors open at 6:oo PM. No tickets are required according to Rep. Bridenstine's Office.,Republican,,Oklahoma,,6:30 PM,,"7777 S Lewis Ave, Tulsa, OK 74136",,1.49E+12,,,#NAME?,,1.49E+12,,36.0480425,,,-95.9554713,Town Hall,,,,,8:00 PM,,20:00:00,18:30:00,CDT,4/11/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,FL-3,Abraham Lincoln Middle School,Ted Yoho,,Republican,,Florida,,6:00 PM,,"1001 SE 12th St, Gainesville, FL 32641",,1.49E+12,,,#NAME?,,1.49E+12,Sun Mar 26 2017,29.64094,,,-82.3109239,Town Hall,,,,,8:00 PM,,20:00:00,18:00:00,EDT,4/10/2017,America/New_York
#NAME?,,Fri Apr 21 2017,KY-4,Children's Home of Northern Kentucky,Thomas Massie,NKY Chamber of Commerce (859) 578-8800 Register at: http://web.nkychamber.com/events/eventdetail.aspx?EventID=2595,Republican,http://web.nkychamber.com/events/eventdetail.aspx?EventID=2595,Kentucky,,11:30 AM,,"200 Home Rd, Covington, KY 41011",,1.49E+12,,,#NAME?,,1.49E+12,Sun Mar 26 2017,39.085889,,,-84.53966,Ticketed Event,,,,,1:00 PM,,13:00:00,11:30:00,EDT,4/21/2017,America/New_York
#NAME?,,Thu Apr 27 2017,OH-4,Lima Civic Center & Memorial Hall,Jim Jordan,Please email ahead.oh@gmail.com with questions or suggestions!,Republican,,Ohio,,6:00 PM,,"7 Public Square, Lima, OH 45801",,1.49E+12,,,#NAME?,Town Hall with Rep. Jim Jordan,1.49E+12,Mon Mar 27 2017,40.739518,https://www.facebook.com/events/401408850242683/,,-84.1056765,Town Hall,,,,,8:00 PM,,20:00:00,18:00:00,EDT,4/27/2017,America/New_York
-KgHGd4ZX_GCZ6qjIvL-,,Mon Apr 10 2017,MA-7,Mildred Avenue Community Center auditorium,Michael Capuano,,Democratic,,Massachusetts,,6:30 PM,,"5 Mildred Ave, Boston, MA 02126",,1.49E+12,,,-KgHGd4ZX_GCZ6qjIvL-,,1.49E+12,Mon Mar 27 2017,42.2768433,https://www.facebook.com/pg/RepMichaelCapuano/events/,,-71.0905747,,,,,,8:00 PM,,20:00:00,18:30:00,EDT,4/10/2017,America/New_York
#NAME?,,Wed Apr 19 2017,PA-18,Bethel Park Community Center,Tim Murphy,"""412 Resistance, in conjunction with Mondays With Murphy Mt. Lebanon and Greensburg, Mt. Lebanon Rise Up, and La Resistance, has requested Congressman Tim Murphy hold a town hall meeting with his constituents to discuss mental health, women’s healthcare, the environment, and public education.  Our groups represent over 300 members from Representative Murphy's district, and we have invited leaders and advocates working in these fields to attend and speak as well (many of whom are also constituents).  We hope that you will join us in this opportunity to share your questions and concerns with your elected representative.  We hope that he will do the same.""",Republican,,Pennsylvania,,6:30 PM,,"5151 Park Ave, Bethel Park, PA 15102",,1.49E+12,,,#NAME?,Town Hall with (or without) Tim Murphy,1.49E+12,,40.3307128,https://actionnetwork.org/events/town-hall-with-or-without-tim-murphy,,-80.0287051,Empty Chair Town Hall,,,,,8:30 PM,,20:30:00,18:30:00,EDT,4/19/2017,America/New_York
-KgL-8PhDY8-Fnvni82B,,Wed Apr 05 2017,VA-7,Richmond Marriott,David Brat,With Congressman Trey Gowdy.,Republican,http://davebrat.com/breakfast/,Virginia,,7:30 AM,,"500 E Broad St, Richmond, VA 23219",,1.49E+12,,,-KgL-8PhDY8-Fnvni82B,Breakfast with Brat,1.49E+12,Tue Mar 28 2017,37.5430445,http://davebrat.com/breakfast/,,-77.4366247,Ticketed Event,,,,,,,,7:30:00,EDT,4/5/2017,America/New_York
#NAME?,,Sat Apr 22 2017,HI-1,,Colleen Hanabusa,,Democratic,,Hawaii,,10:00 AM,,"2062 S King St, Honolulu, HI 96826",,1.49E+12,,,#NAME?,,1.49E+12,Tue Mar 28 2017,21.294712,,,-157.828761,Town Hall,,,,,12:00 PM,,12:00:00,10:00:00,HST,4/22/2017,Pacific/Honolulu
#NAME?,,Wed Apr 12 2017,WA-1,Lake Washington High School,Suzan DelBene,,Democratic,,Washington,,7:00 PM,,"12033 NE 80th St, Kirkland, WA 98033",,1.49E+12,,,#NAME?,Kirkland Town Hall,1.49E+12,Thu Mar 30 2017,47.672581,http://www.kirklandreporter.com/news/congresswoman-delbene-to-hold-a-series-of-town-halls-one-in-kirkland/,Kirkland Reporter article,-122.1811991,Town Hall,,,,,8:30 PM,,20:30:00,19:00:00,PDT,4/12/2017,America/Los_Angeles
