title,full_title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Representative,Robin,,Kelly,,,D,IL,2,1,F,202-225-0773,,http://robinkelly.house.gov,,1239 Longworth House Office Building,K000385,33384,H2IL02172,412595,N00035215,RepRobinKelly,,,1.50381E+14,,,4/30/56,Rep.Robinkelly@opencongress.org
Rep,Representative,John,,Katko,,,R,NY,24,1,M,202-225-3701,,https://katko.house.gov,,1620 Longworth House Office Building,K000386,,H4NY24073,412649,N00035934,RepJohnKatko,,,RepJohnKatko,,,11/9/62,Rep.Katko@opencongress.org
Rep,Representative,Steve,,Knight,,,R,CA,25,1,M,202-225-1956,,https://knight.house.gov,,1023 Longworth House Office Building,K000387,,H4CA25123,412614,N00035820,SteveKnight25,,,RepresentativeSteveKnight,,,12/17/66,Rep.Knight@opencongress.org
Rep,Representative,Trent,,Kelly,,,R,MS,1,1,M,202-225-4306,,https://trentkelly.house.gov,,1721 Longworth House Office Building,K000388,156389,H6MS01131,412673,N00037003,reptrentkelly,,,reptrentkelly,,,3/1/66,Rep.Trentkelly@opencongress.org
Rep,Representative,Ro,,Khanna,,,D,CA,17,1,M,202-225-2631,,,,513 Cannon House Office Building,K000389,,,412684,,,,,,,,,
Rep,Representative,Ruben,,Kihuen,,,D,NV,4,1,M,202-225-9894,,,,313 Cannon House Office Building,K000390,,,412716,,,,,,,,,
Rep,Representative,Raja,,Krishnamoorthi,,,D,IL,8,1,M,202-225-3711,,,,515 Cannon House Office Building,K000391,,,412701,,,,,,,,,
Rep,Representative,David,,Kustoff,,,R,TN,8,1,M,202-225-4714,,,,508 Cannon House Office Building,K000392,,,412724,,,,,,,,,
Sen,Senator,John,Neely,Kennedy,,,R,LA,Junior Seat,1,M,202-224-4623,,,,B11 Russell Senate Office Building,K000393,35496,S4LA00065,412679,,,,,,,III,11/21/51,
Sen,Senator,Blanche,Lambert,Lincoln,,,D,AR,Senior Seat,0,F,,,http://lincoln.senate.gov/,,,L000035,26723,S8AR00112,300068,N00008092,,http://www.opencongress.org/wiki/Blanche_Lincoln,http://youtube.com/SenatorLincoln,,,III,9/30/60,
Rep,Representative,Nicholas,V.,Lampson,,Nick,D,TX,22,0,M,,,http://lampson.house.gov,,,L000043,285,H6TX09033,400229,N00005928,,http://www.opencongress.org/wiki/Nicholas_Lampson,http://youtube.com/CongressmanLampson,,,,2/14/45,
Rep,Representative,Tom,,Lantos,,,D,CA,12,0,M,,,http://lantos.house.gov,,,L000090,26739,H0CA11022,400231,N00007382,,http://www.opencongress.org/wiki/Thomas_Lantos,,,,,2/1/28,
Rep,Representative,Tom,P.,Latham,,,R,IA,3,0,M,202-225-5476,202-225-3301,http://latham.house.gov,https://latham.house.gov/contact/contactform.htm,2217 Rayburn House Office Building,L000111,22175,H4IA05102,400234,N00004227,TomLatham,http://www.opencongress.org/wiki/Thomas_Latham,http://youtube.com/CongressmanTomLatham,3.45332E+14,,,7/14/48,
Sen,Senator,Frank,R.,Lautenberg,,,D,NJ,Senior Seat,0,M,202-224-3224,202-228-4054,http://www.lautenberg.senate.gov,http://www.lautenberg.senate.gov/contact/routing.cfm,141 Hart Senate Office Building,L000123,53324,S2NJ00080,300064,N00000659,FrankLautenberg,http://www.opencongress.org/wiki/Frank_Lautenberg,,1.21816E+14,,II,1/23/24,
Sen,Senator,Patrick,J.,Leahy,,,D,VT,Senior Seat,1,M,202-224-4242,,https://www.leahy.senate.gov,,437 Russell Senate Office Building,L000174,53353,S4VT00017,300065,N00009918,SenatorLeahy,http://www.opencongress.org/wiki/Patrick_Leahy,http://youtube.com/SenatorPatrickLeahy,1.78569E+14,,III,3/31/40,Sen.Leahy@opencongress.org
Sen,Senator,Carl,,Levin,,,D,MI,Senior Seat,0,M,202-224-6221,202-224-1388,http://www.levin.senate.gov,https://www.levin.senate.gov/contact/email/,269 Russell Senate Office Building,L000261,53307,S8MI00158,300066,N00001691,SenCarlLevin,http://www.opencongress.org/wiki/Carl_Levin,http://youtube.com/SenCarlLevin,7481814545,,II,6/28/34,
Rep,Representative,Sander,M.,Levin,,,D,MI,9,1,M,202-225-4961,,http://levin.house.gov,,1236 Longworth House Office Building,L000263,26918,H2MI17023,400238,N00003950,RepSandyLevin,http://www.opencongress.org/wiki/Sander_Levin,http://youtube.com/mi12yes,2.23726E+14,,,9/6/31,Rep.Levin@opencongress.org
Rep,Representative,Jerry,,Lewis,,,R,CA,41,0,M,202-225-5861,202-225-6498,http://www.house.gov/jerrylewis,http://www.house.gov/jerrylewis/IMA/WritetoRepresentativeLewis.htm,2112 Rayburn House Office Building,L000274,26769,H8CA37079,400239,N00007087,RepJerryLewis,http://www.opencongress.org/wiki/Jerry_Lewis,http://youtube.com/RepJerryLewis1,1.4185E+11,,,10/21/34,
Rep,Representative,John,R.,Lewis,,,D,GA,5,1,M,202-225-3801,,http://johnlewis.house.gov,,343 Cannon House Office Building,L000287,26820,H6GA05217,400240,N00002577,RepJohnLewis,http://www.opencongress.org/wiki/John_Lewis,http://youtube.com/repjohnlewis,82737208404,,,2/21/40,Rep.Johnlewis@opencongress.org
Rep,Representative,Ron,,Lewis,,,R,KY,2,0,M,,,http://www.house.gov/ronlewis,,,L000293,26872,H4KY02030,400241,N00003476,,http://www.opencongress.org/wiki/Ron_Lewis,,,,,9/14/46,
Sen,Senator,Joseph,I.,Lieberman,,,I,CT,Senior Seat,0,M,202-224-4041,202-224-9750,http://lieberman.senate.gov/,http://www.lieberman.senate.gov/index.cfm/contact/email-me-about-an-issue,706 Hart Senate Office Building,L000304,53278,S8CT00022,300067,N00000616,JoeLieberman,http://www.opencongress.org/wiki/Joseph_Lieberman,http://youtube.com/SenatorJoeLieberman,joelieberman,,I,2/24/42,
Rep,Representative,John,,Linder,,,R,GA,7,0,M,,,http://linder.house.gov,,,L000321,26825,H0GA04023,400242,N00002599,,http://www.opencongress.org/wiki/John_Linder,http://youtube.com/linderje,,,,9/9/42,
Rep,Representative,Zoe,,Lofgren,,,D,CA,19,1,F,202-225-3072,,https://lofgren.house.gov,,1401 Longworth House Office Building,L000397,21899,H4CA16049,400245,N00007479,RepZoeLofgren,http://www.opencongress.org/wiki/Zoe_Lofgren,http://youtube.com/RepZoeLofgren,2.21192E+11,,,12/21/47,Rep.Lofgren@opencongress.org
Rep,Representative,Nita,M.,Lowey,,,D,NY,17,1,F,202-225-6506,,http://lowey.house.gov,,2365 Rayburn House Office Building,L000480,26982,H8NY20056,400246,N00001024,NitaLowey,http://www.opencongress.org/wiki/Nita_Lowey,http://youtube.com/nitalowey,1.58291E+14,,,7/5/37,Rep.Lowey@opencongress.org
Rep,Representative,Frank,D.,Lucas,,,R,OK,3,1,M,202-225-5565,,http://lucas.house.gov,,2405 Rayburn House Office Building,L000491,27032,H4OK06056,400247,N00005559,RepFrankLucas,http://www.opencongress.org/wiki/Frank_Lucas,http://youtube.com/RepFrankLucas,7872057395,,,1/6/60,Rep.Lucas@opencongress.org
Sen,Senator,Richard,G.,Lugar,,,R,IN,Senior Seat,0,M,202-224-4814,202-228-0360,http://lugar.senate.gov/,http://www.lugar.senate.gov/contact/,306 Hart Senate Office Building,L000504,53292,S4IN00014,300070,N00001764,senatorlugar,http://www.opencongress.org/wiki/Richard_Lugar,http://youtube.com/senatorlugar,senatorlugar,,I,4/4/32,
Rep,Representative,Daniel,E.,Lungren,,,R,CA,3,0,M,202-225-5716,202-226-1298,http://www.lungren.house.gov,https://forms.house.gov/lungren/forms/email.shtml,2313 Rayburn House Office Building,L000517,16730,H6CA34112,400617,N00011971,RepDanLungren,http://www.opencongress.org/wiki/Daniel_Lungren,http://youtube.com/RepLungrenCA03,Dan.Lungren,,,9/22/46,
Sen,Senator,Mary,L.,Landrieu,,,D,LA,Senior Seat,0,F,202-224-5824,202-224-9735,http://www.landrieu.senate.gov,http://www.landrieu.senate.gov/?p=contact,703 Hart Senate Office Building,L000550,661,S6LA00227,300063,N00005395,SenLandrieu,http://www.opencongress.org/wiki/Mary_Landrieu,http://youtube.com/senatorlandrieu,1.22519E+14,,II,11/23/55,
Rep,Representative,Barbara,,Lee,,,D,CA,13,1,F,202-225-2661,,http://lee.house.gov,,2267 Rayburn House Office Building,L000551,8315,H8CA09060,400237,N00008046,RepBarbaraLee,http://www.opencongress.org/wiki/Barbara_Lee,http://youtube.com/RepLee,92190287786,,,7/16/46,Rep.Lee@opencongress.org
Rep,Representative,Ray,H.,LaHood,,,R,IL,18,0,M,,,http://www.house.gov/lahood,,,L000552,21699,H4IL18059,400228,N00004933,,http://www.opencongress.org/wiki/Ray_LaHood,,,,,12/6/45,
Rep,Representative,Steven,C.,LaTourette,,,R,OH,14,0,M,202-225-5731,202-225-3307,http://www.house.gov/latourette,http://latourette.house.gov/ContactSteve.aspx,2371 Rayburn House Office Building,L000553,21798,H4OH19036,400235,N00003545,SteveLaTourette,http://www.opencongress.org/wiki/Steven_LaTourette,http://youtube.com/StevenLatourette,stevenlatourette,,,7/22/54,
Rep,Representative,Frank,A.,LoBiondo,,,R,NJ,2,1,M,202-225-6572,,http://lobiondo.house.gov,,2427 Rayburn House Office Building,L000554,21890,H2NJ02037,400244,N00000851,RepLoBiondo,http://www.opencongress.org/wiki/Frank_LoBiondo,http://youtube.com/USRepFrankLoBiondo,FrankLoBiondo,,,5/12/46,Rep.Lobiondo@opencongress.org
Rep,Representative,John,B.,Larson,,,D,CT,1,1,M,202-225-2265,,http://larson.house.gov,,1501 Longworth House Office Building,L000557,17188,H8CT01046,400233,N00000575,RepJohnLarson,http://www.opencongress.org/wiki/John_Larson,http://youtube.com/RepJohnLarson,6352928631,,,7/22/48,Rep.Larson@opencongress.org
Rep,Representative,James,R.,Langevin,,Jim,D,RI,2,1,M,202-225-2735,,http://langevin.house.gov,,2077 Rayburn House Office Building,L000559,55787,H0RI02139,400230,N00009724,JimLangevin,http://www.opencongress.org/wiki/James_Langevin,http://youtube.com/jimlangevin,6578978441,,,4/22/64,Rep.Langevin@opencongress.org
Rep,Representative,Rick,,Larsen,,,D,WA,2,1,M,202-225-2605,,http://larsen.house.gov,,2113 Rayburn House Office Building,L000560,56231,H0WA02080,400232,N00009759,RepRickLarsen,http://www.opencongress.org/wiki/Rick_Larsen,http://youtube.com/congressmanlarsen,1.35655E+14,,,6/15/65,Rep.Larsen@opencongress.org
Rep,Representative,Stephen,F.,Lynch,,,D,MA,8,1,M,202-225-8273,,http://lynch.house.gov,,2268 Rayburn House Office Building,L000562,4844,H2MA09072,400249,N00013855,RepStephenLynch,http://www.opencongress.org/wiki/Stephen_Lynch,http://youtube.com/RepLynch,1.33721E+14,,,3/31/55,Rep.Lynch@opencongress.org
Rep,Representative,Daniel,William,Lipinski,,,D,IL,3,1,M,202-225-5701,,http://lipinski.house.gov,,2346 Rayburn House Office Building,L000563,33692,H4IL03077,400630,N00027239,RepLipinski,http://www.opencongress.org/wiki/Daniel_Lipinski,http://youtube.com/lipinski03,1.03287E+14,,,7/15/66,Rep.Lipinski@opencongress.org
Rep,Representative,Doug,,Lamborn,,,R,CO,5,1,M,202-225-4422,,http://lamborn.house.gov,,2402 Rayburn House Office Building,L000564,2698,H6CO05159,412191,N00028133,RepDLamborn,http://www.opencongress.org/wiki/Douglas_Lamborn,http://youtube.com/CongressmanLamborn,45059452286,,,5/24/54,Rep.Lamborn@opencongress.org
Rep,Representative,David,,Loebsack,,,D,IA,2,1,M,202-225-6576,,http://loebsack.house.gov,,1527 Longworth House Office Building,L000565,68964,H6IA02146,412209,N00027741,DaveLoebsack,http://www.opencongress.org/wiki/Dave_Loebsack,http://youtube.com/congressmanloebsack,2.91731E+11,,,12/23/52,Rep.Loebsack@opencongress.org
Rep,Representative,Robert,E.,Latta,,,R,OH,5,1,M,202-225-6405,,http://latta.house.gov,,2448 Rayburn House Office Building,L000566,9926,H8OH05036,412256,N00012233,BobLatta,http://www.opencongress.org/wiki/Robert_Latta,http://youtube.com/CongressmanBobLatta,1E+14,,,4/18/56,Rep.Latta@opencongress.org
Rep,Representative,Leonard,,Lance,,,R,NJ,7,1,M,202-225-5361,,http://lance.house.gov,,2352 Rayburn House Office Building,L000567,4443,H6NJ12136,412290,N00000898,RepLanceNJ7,http://www.opencongress.org/wiki/Leonard_Lance,http://youtube.com/CongressmanLance,1.0083E+14,,,6/25/52,Rep.Lance@opencongress.org
Rep,Representative,Christopher,John,Lee,,,R,NY,26,0,M,,,http://chrislee.house.gov,,,L000568,110348,H8NY26095,412291,N00030198,chrislee_ny26,http://www.opencongress.org/wiki/Christopher_Lee,http://youtube.com/congressmanlee,RepChrisLee,,,4/1/64,
Rep,Representative,Blaine,,Luetkemeyer,,,R,MO,3,1,M,202-225-2956,,http://luetkemeyer.house.gov,,2230 Rayburn House Office Building,L000569,20400,H8MO09153,412292,N00030026,RepBlainePress,http://www.opencongress.org/wiki/Blaine_Luetkemeyer,http://youtube.com/BLuetkemeyer,1358702716,,,5/7/52,Rep.Luetkemeyer@opencongress.org
Rep,Representative,Ben,Ray,LujÃ¡n,,,D,NM,3,1,M,202-225-6190,,http://lujan.house.gov,,2231 Rayburn House Office Building,L000570,102842,H8NM03196,412293,N00029562,RepBenRayLujan,http://www.opencongress.org/wiki/Ben_Lujan,http://youtube.com/Repbenraylujan,1.12963E+11,,,6/7/72,Rep.Lujan@opencongress.org
Rep,Representative,Cynthia,M.,Lummis,,,R,WY,0,0,F,202-225-2311,202-225-3057,http://lummis.house.gov,http://lummis.house.gov/contact/,2433 Rayburn House Office Building,L000571,15546,H8WY00148,412294,N00029788,CynthiaLummis,http://www.opencongress.org/wiki/Cynthia_Lummis,http://youtube.com/CynthiaLummis,1.52754E+14,,,9/10/54,
Sen,Senator,George,S.,LeMieux,,,R,FL,Junior Seat,0,M,,,http://lemieux.senate.gov/,,,L000572,17431,S2FL00227,412380,N00031304,George_LeMieux,http://www.opencongress.org/wiki/George_LeMieux,,,,III,5/21/69,
Rep,Representative,RaÃºl,R.,Labrador,,,R,ID,1,1,M,202-225-6611,,http://labrador.house.gov,,1523 Longworth House Office Building,L000573,57391,H0ID01253,412419,N00031377,Raul_Labrador,http://www.opencongress.org/wiki/Raul_Labrador,http://youtube.com/RepLabrador,1.80971E+14,,,12/8/67,Rep.Labrador@opencongress.org
Rep,Representative,Jeff,M.,Landry,,,R,LA,3,0,M,202-225-4031,202- 226-3944,http://landry.house.gov/,,206 Cannon House Office Building,L000574,93509,H0LA03141,412433,N00031503,repjefflandry,http://www.opencongress.org/wiki/Jeff_Landry,http://youtube.com/repjefflandry,repjefflandry,,,12/23/70,
Sen,Senator,James,,Lankford,,,R,OK,Junior Seat,1,M,202-224-5754,,https://www.lankford.senate.gov,,316 Hart Senate Office Building,L000575,124938,H0OK05114,412464,N00031129,SenatorLankford,http://www.opencongress.org/wiki/James_Lankford,http://youtube.com/SenatorLankford,1.30873E+14,,III,3/4/68,Sen.Lankford@opencongress.org
Rep,Representative,Billy,,Long,,,R,MO,7,1,M,202-225-6536,,http://long.house.gov,,2454 Rayburn House Office Building,L000576,123401,H0MO07113,412445,N00030676,USRepLong,http://www.opencongress.org/wiki/Billy_Long,http://youtube.com/MOdistrict7,1.39631E+14,,,8/11/55,Rep.Long@opencongress.org
Sen,Senator,Mike,,Lee,,,R,UT,Junior Seat,1,M,202-224-5444,,http://www.lee.senate.gov/public,,361a Russell Senate Office Building,L000577,66395,S0UT00165,412495,N00031696,SenMikeLee,http://www.opencongress.org/wiki/Mike_Lee,http://youtube.com/senatormikelee,1.78081E+14,,III,6/4/71,Sen.Lee@opencongress.org
Rep,Representative,Doug,,LaMalfa,,,R,CA,1,1,M,202-225-3076,,http://lamalfa.house.gov,,322 Cannon House Office Building,L000578,29713,H2CA02142,412510,N00033987,RepLaMalfa,,http://youtube.com/RepLaMalfa,RepLaMalfa,,,7/2/60,Rep.Lamalfa@opencongress.org
Rep,Representative,Alan,S.,Lowenthal,,,D,CA,47,1,M,202-225-7924,,http://lowenthal.house.gov,,125 Cannon House Office Building,L000579,16469,H2CA00104,412521,N00033274,RepLowenthal,,http://youtube.com/RepLowenthal,3.92632E+14,,,3/8/41,Rep.Lowenthal@opencongress.org
Rep,Representative,Michelle,,Lujan Grisham,,,D,NM,1,1,F,202-225-6316,,https://lujangrisham.house.gov,,214 Cannon House Office Building,L000580,102404,H8NM01257,412558,N00029400,RepLujanGrisham,,http://youtube.com/RepLujanGrisham,1.91641E+14,,,10/24/59,Rep.Lujangrisham@opencongress.org
Rep,Representative,Brenda,,Lawrence,,,D,MI,14,1,F,202-225-5802,,https://lawrence.house.gov,,1213 Longworth House Office Building,L000581,,H2MI14111,412638,N00034068,RepLawrence,,,3.9576E+14,,,10/18/54,Rep.Lawrence@opencongress.org
Rep,Representative,Ted,,Lieu,,,D,CA,33,1,M,202-225-3976,,https://lieu.house.gov,,236 Cannon House Office Building,L000582,,H4CA33119,412616,N00035825,RepTedLieu,,,RepTedLieu,,,3/29/69,Rep.Lieu@opencongress.org
Rep,Representative,Barry,,Loudermilk,,,R,GA,11,1,M,202-225-2931,,http://loudermilk.house.gov,,329 Cannon House Office Building,L000583,,H4GA11061,412624,N00035347,RepLoudermilk,,,reploudermilk,,,12/22/63,Rep.Loudermilk@opencongress.org
Rep,Representative,Mia,,Love,,,R,UT,4,1,F,202-225-3011,,https://love.house.gov,,217 Cannon House Office Building,L000584,,H2UT04023,412656,N00033842,repmialove,,,repmialove,,,12/6/75,Rep.Love@opencongress.org
Rep,Representative,Darin,,LaHood,,,R,IL,18,1,M,202-225-6201,,https://lahood.house.gov/,,1424 Longworth House Office Building,L000585,128760,H6IL18088,412674,N00037031,RepLaHood,,,1.49957E+15,,,7/5/68,Rep.Lahood@opencongress.org
Rep,Representative,Al,,Lawson,,,D,FL,5,1,M,202-225-0123,,,,1337 Longworth House Office Building,L000586,,,412693,,,,,,,,,
Rep,Representative,Jason,,Lewis,,,R,MN,2,1,M,202-225-2271,,,,418 Cannon House Office Building,L000587,,,412711,,,,,,,,,
Rep,Representative,Carolyn,B.,Maloney,,,D,NY,12,1,F,202-225-7944,,http://maloney.house.gov,,2308 Rayburn House Office Building,M000087,26978,H2NY14037,400251,N00000078,RepMaloney,http://www.opencongress.org/wiki/Carolyn_Maloney,,3.97176E+14,,,2/19/46,Rep.Maloney@opencongress.org
Sen,Senator,Edward,J.,Markey,,Ed,D,MA,Junior Seat,1,M,202-224-2742,,http://www.markey.senate.gov,http://www.markey.senate.gov/contact,255 Dirksen Senate Office Building,M000133,26900,H6MA07101,400253,N00000270,SenMarkey,http://www.opencongress.org/wiki/Edward_Markey,http://youtube.com/RepMarkey,6846731378,,II,7/11/46,Sen.Markey@opencongress.org
Sen,Senator,John,S.,McCain,,,R,AZ,Senior Seat,1,M,202-224-2235,,http://www.mccain.senate.gov,,218 Russell Senate Office Building,M000303,53270,S6AZ00019,300071,N00006424,SenJohnMcCain,http://www.opencongress.org/wiki/John_McCain,http://youtube.com/SenatorJohnMcCain,6425923706,,III,8/29/36,Sen.Mccain@opencongress.org
Rep,Representative,Carolyn,,McCarthy,,,D,NY,4,0,F,202-225-5516,202-225-5758,http://carolynmccarthy.house.gov,https://carolynmccarthy.house.gov/contact,2346 Rayburn House Office Building,M000309,693,H6NY04112,400257,N00001148,RepMcCarthyNY,http://www.opencongress.org/wiki/Carolyn_McCarthy,http://youtube.com/CarolynMcCarthy,,,,1/5/44,
Rep,Representative,James,P.,McGovern,,Jim,D,MA,2,1,M,202-225-6101,,http://mcgovern.house.gov,,438 Cannon House Office Building,M000312,552,H4MA03022,400263,N00000179,RepMcGovern,http://www.opencongress.org/wiki/James_McGovern,http://youtube.com/repjimmcgovern,1.483E+14,,,11/20/59,Rep.Mcgovern@opencongress.org
Sen,Senator,Mitch,,McConnell,,,R,KY,Senior Seat,1,M,202-224-2541,202-224-2499,http://www.mcconnell.senate.gov,http://www.mcconnell.senate.gov/public/index.cfm?p=ContactForm,317 Russell Senate Office Building,M000355,53298,S2KY00012,300072,N00003389,McConnellPress,http://www.opencongress.org/wiki/Mitch_McConnell,,mitchmcconnell,,II,2/20/42,Sen.Mcconnell@opencongress.org
Rep,Representative,James,O.,McCrery,III,Jim,R,LA,4,0,M,,,http://mccrery.house.gov,,,M000388,26881,H8LA04134,400261,N00005414,,http://www.opencongress.org/wiki/James_McCrery,,,,,9/18/49,
Rep,Representative,Jim,A.,McDermott,,,D,WA,7,0,M,202-225-3106,202-225-6197,http://mcdermott.house.gov,https://forms.house.gov/mcdermott/webforms/new/contact.shtml,1035 Longworth House Office Building,M000404,27128,H8WA07132,400262,N00009829,RepJimMcDermott,http://www.opencongress.org/wiki/James_McDermott,http://youtube.com/RepJimMcDermott,2.46419E+11,,,12/28/36,
Rep,Representative,John,M.,McHugh,,,R,NY,23,0,M,,,http://mchugh.house.gov,,,M000472,26986,H2NY24036,400264,N00001276,,http://www.opencongress.org/wiki/John_McHugh,http://youtube.com/RepJohnMcHugh,,,,9/29/48,
Rep,Representative,Mike,,McIntyre,,,D,NC,7,0,M,202-225-2731,202-225-5773,http://mcintyre.house.gov,https://mcintyreforms.house.gov/forms/writeyourrep/,2428 Rayburn House Office Building,M000485,153,H8NC07044,400266,N00002356,RepMikeMcIntyre,http://www.opencongress.org/wiki/Mike_McIntyre,http://youtube.com/RepMikeMcIntyre,3.40904E+11,,,8/6/56,
Rep,Representative,Howard,P.,McKeon,,Buck,R,CA,25,0,M,202-225-1956,202-226-0683,http://mckeon.house.gov,https://mckeon.house.gov/forms/writeyourrep/default.aspx,2310 Rayburn House Office Building,M000508,26755,H2CA25036,400267,N00006882,BuckMcKeon,http://www.opencongress.org/wiki/Howard_McKeon,http://youtube.com/BuckMcKeon,8138529578,,,9/9/38,
Rep,Representative,Michael,R.,McNulty,,,D,NY,21,0,M,,,http://www.house.gov/mcnulty,,,M000590,26987,H8NY23084,400268,N00001214,,http://www.opencongress.org/wiki/Michael_McNulty,,,,,9/16/47,
Rep,Representative,Martin,T.,Meehan,,Marty,D,MA,5,0,M,,,http://www.house.gov/meehan,,,M000627,26987,H2MA05054,400269,N00000205,,http://www.opencongress.org/wiki/Martin_Meehan,,,,,12/30/56,
Sen,Senator,Robert,,MenÃ©ndez,,Bob,D,NJ,Senior Seat,1,M,202-224-4744,202-228-2197,https://www.menendez.senate.gov,http://www.menendez.senate.gov/contact,528 Hart Senate Office Building,M000639,26961,H2NJ13075,400272,N00000699,SenatorMenendez,http://www.opencongress.org/wiki/Robert_Menendez,http://youtube.com/SenatorMenendezNJ,3.49745E+11,,I,1/1/54,Sen.Menendez@opencongress.org
Rep,Representative,John,L.,Mica,,,R,FL,7,0,M,202-225-4035,202-226-0821,http://mica.house.gov,https://mica.house.gov/contact-form,2187 Rayburn House Office Building,M000689,26805,H2FL08055,400273,N00002793,,http://www.opencongress.org/wiki/John_Mica,http://youtube.com/RepJohnMica,JohnMica,,,1/27/43,
Sen,Senator,Barbara,A.,Mikulski,,,D,MD,Senior Seat,0,F,202-224-4654,202-224-8858,https://www.mikulski.senate.gov,http://www.mikulski.senate.gov/contact/shareyouropinion.cfm,503 Hart Senate Office Building,M000702,53304,S6MD00140,300073,N00001945,SenatorBarb,http://www.opencongress.org/wiki/Barbara_Mikulski,http://youtube.com/senatormikulski,1.4289E+14,,III,7/20/36,
Rep,Representative,Juanita,,Millender-McDonald,,,D,CA,37,0,F,,,http://millender-mcdonald.house.gov,,,M000714,,H6CA37222,400275,N00006811,,http://www.opencongress.org/wiki/Juanita_Millender-McDonald,,,,,9/7/38,
Rep,Representative,George,,Miller,,,D,CA,11,0,M,202-225-2095,202-225-5609,http://georgemiller.house.gov,https://georgemiller.house.gov/contact-me/email-me,2205 Rayburn House Office Building,M000725,26734,H6CA07043,400278,N00007390,AskGeorge,http://www.opencongress.org/wiki/George_Miller,http://youtube.com/RepGeorgeMiller,75298637905,,,5/17/45,
Rep,Representative,Alan,B.,Mollohan,,,D,WV,1,0,M,,,http://www.house.gov/mollohan,,,M000844,27130,H2WV01029,400281,N00002214,,http://www.opencongress.org/wiki/Alan_Mollohan,,,,,5/14/43,
Rep,Representative,James,P.,Moran,Jr.,Jim,D,VA,8,0,M,202-225-4376,202-225-0017,http://moran.house.gov,https://moran.house.gov/contact-me,2252 Rayburn House Office Building,M000933,27118,H0VA08040,400283,N00002083,Jim_Moran,http://www.opencongress.org/wiki/James_Moran,http://youtube.com/RepJamesPMoran,1.00123E+11,,,5/16/45,
Sen,Senator,Jerry,,Moran,,,R,KS,Junior Seat,1,M,202-224-6521,,http://www.moran.senate.gov,,521 Dirksen Senate Office Building,M000934,542,H6KS01096,400284,N00005282,JerryMoran,http://www.opencongress.org/wiki/Jerry_Moran,http://youtube.com/senatorjerrymoran,1.71579E+11,,III,5/29/54,Sen.Moran@opencongress.org
Sen,Senator,Patty,,Murray,,,D,WA,Senior Seat,1,F,202-224-2621,,http://www.murray.senate.gov/public,,154 Russell Senate Office Building,M001111,53358,S2WA00189,300076,N00007876,PattyMurray,http://www.opencongress.org/wiki/Patty_Murray,http://youtube.com/SenatorPattyMurray,,,III,10/11/50,Sen.Murray@opencongress.org
Rep,Representative,John,P.,Murtha,,,D,PA,12,0,M,,,http://www.house.gov/murtha,,,M001120,27048,H6PA12030,400286,N00001408,,http://www.opencongress.org/wiki/John_Murtha,http://youtube.com/JohnMurtha,,,,6/17/32,
Rep,Representative,Sue,W.,Myrick,,,R,NC,9,0,F,202-225-1976,202-225-3389,http://www.house.gov/myrick,http://myrick.house.gov/zipauth.shtml,230 Cannon House Office Building,M001134,21789,H4NC09106,400288,N00002327,SueMyrick,http://www.opencongress.org/wiki/Sue_Myrick,http://youtube.com/SueMyrickNC09,SueMyrickNC,,,8/1/41,
Rep,Representative,Gregory,W.,Meeks,,,D,NY,5,1,M,202-225-3461,,http://meeks.house.gov,,2234 Rayburn House Office Building,M001137,4360,H8NY06048,400271,N00001171,GregoryMeeks,http://www.opencongress.org/wiki/Gregory_Meeks,http://youtube.com/gwmeeks,1557025818,,,9/25/53,Rep.Meeks@opencongress.org
Rep,Representative,Donald,A.,Manzullo,,,R,IL,16,0,M,202-225-5676,202-225-5284,http://manzullo.house.gov,http://manzullo.house.gov/zipauth.aspx,2228 Rayburn House Office Building,M001138,26843,H0IL16085,400252,N00004905,donmanzullo,http://www.opencongress.org/wiki/Donald_Manzullo,http://youtube.com/repmanzullo,donmanzullo,,,3/24/44,
Rep,Representative,Gary,G.,Miller,,,R,CA,31,0,M,202-225-3201,202-226-6962,http://garymiller.house.gov,http://garymiller.house.gov/contact/,2467 Rayburn House Office Building,M001139,8346,H8CA41063,400277,N00006954,RepGaryMiller,http://www.opencongress.org/wiki/Gary_Miller,http://youtube.com/GaryGMiller,1.05352E+14,,,10/16/48,
Rep,Representative,Dennis,,Moore,,,D,KS,3,0,M,,,http://moore.house.gov,,,M001140,18662,H8KS03049,400282,N00005233,,http://www.opencongress.org/wiki/Dennis_Moore,http://youtube.com/RepDennisMoore,,,,11/8/45,
Rep,Representative,Jim,,Matheson,,,D,UT,4,0,M,202-225-3011,202-225-5638,http://matheson.house.gov,https://mathesonforms.house.gov/contact-form,2211 Rayburn House Office Building,M001142,50722,H0UT02096,400255,N00009753,RepJimMatheson,http://www.opencongress.org/wiki/Jim_Matheson,http://youtube.com/RepJimMatheson,1.31888E+14,,,3/21/60,
