,description,google_link,link,name,thumbnail
683,"Candidate Meet And Greet (Indivisible Liberty Tree) - DFW. Public. · Hosted by 
Women Organizing Women Democrats ... pin. Art Studio, 1205 11th St., Plano, TX
 ...",http://www.google.com/url?q=https://www.facebook.com/events/1734371100226714/&sa=U&ved=0ahUKEwjt6If1sOvSAhVp4IMKHSoRAzYQFghHMAg&usg=AFQjCNE521uiRQdouVUdEnbMJQT6yjSJEQ,https://www.facebook.com/events/1734371100226714/,Candidate Meet And Greet (Indivisible Liberty Tree) - DFW - Facebook,
684,"Political Organization · Plano, Texas. Women Organizing Women Democrats is a 
North Texas-based organization dedicated to advancing Democratic women in ...",http://www.google.com/url?q=https://www.facebook.com/events/427540590931009/&sa=U&ved=0ahUKEwjt6If1sOvSAhVp4IMKHSoRAzYQFghMMAk&usg=AFQjCNHSWTWETQb6YABZw5RJ42_Pk1Dmjw,https://www.facebook.com/events/427540590931009/,Indivisible Weekly! Protest at John Cornyn's Office - Facebook,
691,"... IL · Las Vegas Democrats 838 Democrats and Progressives | Henderson, NV 
.... Indivisible: Narberth and Beyond: Progressives Resist Trump 120 Members ...",http://www.google.com/url?q=https://www.meetup.com/topics/grassrootsprog/all/&sa=U&ved=0ahUKEwiQlK71sOvSAhXp24MKHZeGCpoQFgg2MAY&usg=AFQjCNEaCGLaZlOcEOIr2D8mY-Y9-5MyDQ,https://www.meetup.com/topics/grassrootsprog/all/,All Grassroots Progressives Meetups - Meetup,
692,"... INDIVISIBLE North San Diego County 1,043 Citizen Activists | San Marcos, CA 
... IL · Las Vegas Democrats 838 Democrats and Progressives | Henderson, NV ...",http://www.google.com/url?q=https://www.meetup.com/topics/democrat/all/&sa=U&ved=0ahUKEwiQlK71sOvSAhXp24MKHZeGCpoQFgg7MAc&usg=AFQjCNE7z4rURZ8CygYHohEfE3wtsaLHVg,https://www.meetup.com/topics/democrat/all/,All Democratic Party Meetups - Meetup,
694,"See more of Indivisible Long Beach CA by logging into Facebook .... Indivisible 
Chicago and The Revolution League are working together to .... Laurie Lyle 
Meyers, Sandy Abrams, Jandella Faulkner-Henderson and 14 others .... Nevada 
Sen.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleLongBeachCA/&sa=U&ved=0ahUKEwiQlK71sOvSAhXp24MKHZeGCpoQFghGMAk&usg=AFQjCNGrewpZhfF4A3QQLxZ6nT9x-q3auw,https://www.facebook.com/IndivisibleLongBeachCA/,Indivisible Long Beach CA | Facebook,
696,"Indivisible Lincoln. 768 likes. Indivisible Lincoln is a group that allows residents 
of Nebraska's 1st congressional district to interact with their...",http://www.google.com/url?q=https://www.facebook.com/indivisiblelincoln/&sa=U&ved=0ahUKEwjC29n1sOvSAhVH1oMKHXclD5EQFggZMAE&usg=AFQjCNEvGBO2J7YeFcfAdJpXiE_NzEVSHg,https://www.facebook.com/indivisiblelincoln/,Indivisible Lincoln | Facebook,
697,"Indivisible Lincoln is a political activist group that will take concrete and specific 
actions to prevent our Nebraska representatives from supporting far-right ...",http://www.google.com/url?q=https://www.facebook.com/events/1355890967783867&sa=U&ved=0ahUKEwjC29n1sOvSAhVH1oMKHXclD5EQFggeMAI&usg=AFQjCNEPNuY4VCpDgop4NEA0MspoSQpmPA,https://www.facebook.com/events/1355890967783867,Indivisible Lincoln Organizational Meeting - Facebook,
698,"Indivisible Lincoln's photo. ... 1239 S 14th St, Lincoln, Nebraska 68502 ... 
Indivisible Lincoln is a group that allows residents of Nebraska's 1st 
congressional ...",http://www.google.com/url?q=https://www.facebook.com/events/274299542989605/%3Facontext%3D%257B%2522source%2522%253A3%252C%2522source_newsfeed_story_type%2522%253A%2522regular%2522%252C%2522action_history%2522%253A%2522%255B%257B%255C%2522surface%255C%2522%253A%255C%2522newsfeed%255C%2522%252C%255C%2522mechanism%255C%2522%253A%255C%2522feed_story%255C%2522%252C%255C%2522extra_data%255C%2522%253A%255B%255D%257D%255D%2522%252C%2522has_source%2522%253Atrue%257D%26source%3D3%26source_newsfeed_story_type%3Dregular%26action_history%3D%255B%257B%2522surface%2522%253A%2522newsfeed%2522%252C%2522mechanism%2522%253A%2522feed_story%2522%252C%2522extra_data%2522%253A%255B%255D%257D%255D%26has_source%3D1%26hc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwjC29n1sOvSAhVH1oMKHXclD5EQFggjMAM&usg=AFQjCNHNjpAcG3JuJl1-z3mfkBU_OsAw0w,https://www.facebook.com/events/274299542989605/?acontext=%7B%22source%22%3A3%2C%22source_newsfeed_story_type%22%3A%22regular%22%2C%22action_history%22%3A%22%5B%7B%5C%22surface%5C%22%3A%5C%22newsfeed%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22feed_story%5C%22%2C%5C%22extra_data%5C%22%3A%5B%5D%7D%5D%22%2C%22has_source%22%3Atrue%7D&source=3&source_newsfeed_story_type=regular&action_history=%5B%7B%22surface%22%3A%22newsfeed%22%2C%22mechanism%22%3A%22feed_story%22%2C%22extra_data%22%3A%5B%5D%7D%5D&has_source=1&hc_ref=PAGES_TIMELINE,General Meeting Indivisible Lincoln - Facebook,
699,"Indivisible Lincoln. 744 likes · 275 talking about this. Indivisible Lincoln is a group 
that allows residents of Nebraska's 1st congressional district to...",http://www.google.com/url?q=https://www.facebook.com/indivisiblelincoln/%3Fref%3Dpage_internal%26hc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwjC29n1sOvSAhVH1oMKHXclD5EQFggoMAQ&usg=AFQjCNHo-6Gll4zKa9Tc_kSykiV-dmIlOg,https://www.facebook.com/indivisiblelincoln/?ref=page_internal&hc_ref=PAGES_TIMELINE,Indivisible Lincoln | Facebook,
704,"Indivisible Fort Wayne. 497 likes · 95 talking about this. Indivisible Fort Wayne is 
dedicated to resisting the Trump agenda on a local level.",http://www.google.com/url?q=https://www.facebook.com/indivisiblefortwayne/&sa=U&ved=0ahUKEwiZioP2sOvSAhUr74MKHZ6eAIkQFggUMAA&usg=AFQjCNEWyCK32IYNVVi1TbRydi1VHYcWeg,https://www.facebook.com/indivisiblefortwayne/,Indivisible Fort Wayne | Facebook,
705,"Indivisible Fort Wayne. 488 likes · 90 talking about this. Indivisible Fort Wayne is 
dedicated to resisting the Trump agenda on a local level.",http://www.google.com/url?q=https://www.facebook.com/indivisiblefortwayne/about/&sa=U&ved=0ahUKEwiZioP2sOvSAhUr74MKHZ6eAIkQFggZMAE&usg=AFQjCNHAoEd5aD0u9EJqcHJ--2IQxc_tpg,https://www.facebook.com/indivisiblefortwayne/about/,Indivisible Fort Wayne - About | Facebook,
706,"Our first Indivisible Meetup will be on Friday, February 10 at B. Antonios Pizza on 
Lima Road. Ask for Indivisible Fort Wayne / Heather Clark. I will be there with ...",http://www.google.com/url?q=https://www.facebook.com/events/1811658609095839/&sa=U&ved=0ahUKEwiZioP2sOvSAhUr74MKHZ6eAIkQFggeMAI&usg=AFQjCNEd2-DmK7TVpwfzkmXIWR-gQB9Y8A,https://www.facebook.com/events/1811658609095839/,Indivisible Fort Wayne Meet Up - Facebook,
707,"Indivisible Fort Wayne. 484 likes · 98 talking about this. Indivisible Fort Wayne is 
dedicated to resisting the Trump agenda on a local level.",http://www.google.com/url?q=https://www.facebook.com/indivisiblefortwayne/%3Fhc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwiZioP2sOvSAhUr74MKHZ6eAIkQFggjMAM&usg=AFQjCNG_0Y0I2AqjT6rC76HYJrLfrrk02A,https://www.facebook.com/indivisiblefortwayne/?hc_ref=PAGES_TIMELINE,Indivisible Fort Wayne | Facebook,
710,"Call the Halls with Indivisible Fort Wayne. February 20 · 6:00 PM. Allen County 
Democratic Party Headquarters. Call the Halls Event. Learn how to make 
effective ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Fort-Wayne/events/237783868/&sa=U&ved=0ahUKEwiZioP2sOvSAhUr74MKHZ6eAIkQFggzMAY&usg=AFQjCNHZ0UgUABvdGAV-LfLKDFWHq5umTQ,https://www.meetup.com/Resist-Fort-Wayne/events/237783868/,Call the Halls with Indivisible Fort Wayne - #Resist: Fort Wayne (Fort ...,
716,"Arizona Indivisible. 576 likes · 47 talking about this. Progressive Community 
Action for Arizona.",http://www.google.com/url?q=https://www.facebook.com/ArizonaIndivisible/&sa=U&ved=0ahUKEwiT2Kz2sOvSAhXD64MKHRchBBEQFggeMAI&usg=AFQjCNFyU6HVor4kobVRVxWgpbe3TBZIjQ,https://www.facebook.com/ArizonaIndivisible/,Arizona Indivisible | Facebook,
727,"Indivisible: NC 6th Congressional District has 601 members. We are united in 
opposition to the Trump/Walker agenda, and committed to replacing Rep. Mark...",http://www.google.com/url?q=https://www.facebook.com/groups/IndivisibleNC6th/&sa=U&ved=0ahUKEwjUq9r2sOvSAhUC94MKHaryDn0QFgglMAM&usg=AFQjCNEXeAUyVN3skw5ehAVx-KOkP59_lA,https://www.facebook.com/groups/IndivisibleNC6th/,Indivisible: NC 6th Congressional District Public Group | Facebook,
729,Find Meetups and meet people in your local community who share your interests.,http://www.google.com/url?q=https://www.meetup.com/cities/us/nc/greensboro/&sa=U&ved=0ahUKEwjUq9r2sOvSAhUC94MKHaryDn0QFggwMAU&usg=AFQjCNHambdblDxSOcBJUrXK8HcFrNM6OA,https://www.meetup.com/cities/us/nc/greensboro/,"Meetups near Greensboro, North Carolina | Meetup",
734,"Tue 9:30 AM MST · 2200 E Camelback Rd, Phoenix, AZ 85016-3416, United 
States .... Dan O'Neal, Indivisible Phoenix, Mary Santy and 3 others like this.",http://www.google.com/url?q=https://www.facebook.com/indivisiblephoenix/&sa=U&ved=0ahUKEwin0IP3sOvSAhVH7IMKHXLgDSEQFggUMAA&usg=AFQjCNFugMXJMr1OFzoXc_vBCqD-vS36Tg,https://www.facebook.com/indivisiblephoenix/,Indivisible Phoenix | Facebook,
735,"East Valley Indivisible Progressives's photo. FEB23. East Valley ... Hosted by 
East Valley Indivisible Progressives ... 250 E Chicago St, Chandler, Arizona 
85225 ...",http://www.google.com/url?q=https://www.facebook.com/events/1374581459229623/%3Facontext%3D%257B%2522ref%2522%253A%252298%2522%252C%2522action_history%2522%253A%2522null%2522%257D&sa=U&ved=0ahUKEwin0IP3sOvSAhVH7IMKHXLgDSEQFggZMAE&usg=AFQjCNFfJ66LDHj4822UrXKDhUWy6dNbIQ,https://www.facebook.com/events/1374581459229623/?acontext=%7B%22ref%22%3A%2298%22%2C%22action_history%22%3A%22null%22%7D,East Valley Indivisible Progressives - Facebook,
736,Concerned about where the country is heading? You're not alone. Join others ...,http://www.google.com/url?q=https://www.meetup.com/en-AU/Resist-Chandler/&sa=U&ved=0ahUKEwin0IP3sOvSAhVH7IMKHXLgDSEQFggeMAI&usg=AFQjCNE9K7-R7KAnbVuoIk7xSEtFxLXQ8A,https://www.meetup.com/en-AU/Resist-Chandler/,"#Resist: Chandler (Chandler, AZ) | Meetup",
737,"#Resist: Chandler · Event Organizer · #Resist: Scottsdale · Event Organizer · #
Resist: Tempe · Event Organizer · #TheResistance Phoenix - WePersist! Member.",http://www.google.com/url?q=https://www.meetup.com/Resist-Phoenix/member/222047548/&sa=U&ved=0ahUKEwin0IP3sOvSAhVH7IMKHXLgDSEQFggoMAM&usg=AFQjCNEOAlvVbuuBEjQyhP8ujLwn5NoElQ,https://www.meetup.com/Resist-Phoenix/member/222047548/,"Indivisible - #Resist: Phoenix (Phoenix, AZ) | Meetup",
746,"Standing indivisible against hate and resisting the Trump agenda. ... DISTRICT 
OFFICE 696 1st Avenue North, Suite #203 St. Petersburg, FL 33701 Phone: ...",http://www.google.com/url?q=http://indivisiblestpete.com/&sa=U&ved=0ahUKEwjYmqr3sOvSAhUJzIMKHeThCn8QFggeMAI&usg=AFQjCNE9I8SVtiCf40itg91sgeRmxkNvLg,http://indivisiblestpete.com/,Indivisible St. Petersburg,
750,"Indivisible Guide. 160006 likes · 31772 talking about this. Former congressional 
staffers reveal best practices for making Congress listen.",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/&sa=U&ved=0ahUKEwjYmqr3sOvSAhUJzIMKHeThCn8QFgg0MAY&usg=AFQjCNFpP9JwS_tGktBlAc8Dm2ZKHrp5oA,https://www.facebook.com/indivisibleguide/,Indivisible Guide | Facebook,
754,"We realize we haven't posted on this page in a while, but there's a good reason 
for that: Indivisible New Jersey isn't an actual group, but rather is a page that ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleNJ/&sa=U&ved=0ahUKEwii2M33sOvSAhVKxYMKHbX8Ci8QFggUMAA&usg=AFQjCNHkZ6PtsiS_rBuWcXUdkyecZBMb6A,https://www.facebook.com/IndivisibleNJ/,Indivisible New Jersey | Facebook,
755,"Jan 22, 2017 ... This event is organized by Moveon.org, Indivisible, and Working Families. To 
participate ... The Resistance - Jersey City · Home · Members ...",http://www.google.com/url?q=https://www.meetup.com/The-Resistance-Jersey-City/events/237114745/&sa=U&ved=0ahUKEwii2M33sOvSAhVKxYMKHbX8Ci8QFggZMAE&usg=AFQjCNG2z254CP1Zu5WGc-bzND-HnhxCfA,https://www.meetup.com/The-Resistance-Jersey-City/events/237114745/,"Ready to Fight: Emergency Call with MoveOn.org, Indivisible ...",
756,"PLEASE TAKE OUR MEMBERSHIP POLL: https://goo.gl/forms/
hbbog6OKWZryklIJ2 ...",http://www.google.com/url?q=https://www.meetup.com/The-Resistance-Jersey-City/&sa=U&ved=0ahUKEwii2M33sOvSAhVKxYMKHbX8Ci8QFggfMAI&usg=AFQjCNEH5PIx5y5Cs2iNu02rmqIAPKBsXw,https://www.meetup.com/The-Resistance-Jersey-City/,"The Resistance - Jersey City (Jersey City, NJ) | Meetup",
757,"Apr 1, 2017 ... Note: This event is hosted by Indivisible Newark. For more ...",http://www.google.com/url?q=https://www.meetup.com/The-Resistance-Jersey-City/events/238259159/&sa=U&ved=0ahUKEwii2M33sOvSAhVKxYMKHbX8Ci8QFggrMAM&usg=AFQjCNHbUB1jQ_naoyS70IXNRAJVNNYefA,https://www.meetup.com/The-Resistance-Jersey-City/events/238259159/,Indivisible Newark Kickoff - The Resistance - Jersey City (Jersey City ...,
765,"Arizona Indivisible. 576 likes · 47 talking about this. Progressive Community 
Action for Arizona.",http://www.google.com/url?q=https://www.facebook.com/ArizonaIndivisible/&sa=U&ved=0ahUKEwjHufv3sOvSAhVL7YMKHbd9DgEQFggZMAE&usg=AFQjCNFyU6HVor4kobVRVxWgpbe3TBZIjQ,https://www.facebook.com/ArizonaIndivisible/,Arizona Indivisible | Facebook,
766,"Indivisible AZ LD24 Encanto. 269 likes · 7 talking about this. Indivisible PHX is a 
meeting place for the Indivisible movement in Phoenix, Az.",http://www.google.com/url?q=https://www.facebook.com/IndivisiblePHX/&sa=U&ved=0ahUKEwjHufv3sOvSAhVL7YMKHbd9DgEQFggeMAI&usg=AFQjCNGgPOEHNRLfuGPGsqKWMpSsrjIyaw,https://www.facebook.com/IndivisiblePHX/,Indivisible AZ LD24 Encanto | Facebook,
767,"#Resist: Scottsdale · Event Organizer · #Resist: Tempe · Event Organizer · #
TheResistance Phoenix - WePersist! Member · Arizona Liberty R3VOLUTION.",http://www.google.com/url?q=https://www.meetup.com/Resist-Phoenix/member/222047548/&sa=U&ved=0ahUKEwjHufv3sOvSAhVL7YMKHbd9DgEQFggjMAM&usg=AFQjCNEOAlvVbuuBEjQyhP8ujLwn5NoElQ,https://www.meetup.com/Resist-Phoenix/member/222047548/,"Indivisible - #Resist: Phoenix (Phoenix, AZ) | Meetup",
773,"Mar 7, 2017 ... Indivisible Whois and IP information and related websites for ... hosting Indivisible
.com is GoDaddy.com, LLC in Scottsdale, Arizona, United ...",http://www.google.com/url?q=http://indivisible.com.ipaddress.com/&sa=U&ved=0ahUKEwjHufv3sOvSAhVL7YMKHbd9DgEQFghFMAk&usg=AFQjCNHmoEqmbMnmzeaj1d2bKvIHWQ7F6g,http://indivisible.com.ipaddress.com/,Indivisible.com - Indivisible | Website,
777,"Virginia Sorgi, Fanny Sam, Nancy Usic and 97 others like this. .... Indivisible 
Weekly Calls to Action: March 20, 2017 ..... A few weeks ago, Indivisible Michigan 
- District 11 held a missing members Town Hall for Congressman Dave Trott with 
a ...",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/&sa=U&ved=0ahUKEwi1nqP4sOvSAhUl6IMKHUklDb8QFggkMAM&usg=AFQjCNFpP9JwS_tGktBlAc8Dm2ZKHrp5oA,https://www.facebook.com/indivisibleguide/,Indivisible Guide | Facebook,
780,The March for Science is a celebration of our passion for science and a call ...,http://www.google.com/url?q=https://www.meetup.com/Peninsula-Indivisible/events/238463374/&sa=U&ved=0ahUKEwi1nqP4sOvSAhUl6IMKHUklDb8QFgg1MAY&usg=AFQjCNFfhLVjOyrBnfoNtXsik41OgVRaOw,https://www.meetup.com/Peninsula-Indivisible/events/238463374/,"March for Science — Norfolk - Peninsula Indivisible (Yorktown, VA ...",
781,"Jan 25, 2017 ... Peninsula Indivisible is a diverse group of very concerned like-minded local 
individuals who have organized to present a unified ... Norfolk, VA",http://www.google.com/url?q=https://www.meetup.com/it-IT/Hampton-Roads-Trump-Resistance/messages/boards/thread/50548216&sa=U&ved=0ahUKEwi1nqP4sOvSAhUl6IMKHUklDb8QFgg9MAc&usg=AFQjCNE9_s_RmAWJn7tP7gPQCx-23rmnTA,https://www.meetup.com/it-IT/Hampton-Roads-Trump-Resistance/messages/boards/thread/50548216,"Goals, strategies, tactics - Peninsula Indivisible (Yorktown, VA ...",
783,We used to be Leslie Knope's Madison Sit-Down. Welcome! We are taking a ...,http://www.google.com/url?q=https://www.meetup.com/Leslie-Knopes-Madison-Sit-Down/&sa=U&ved=0ahUKEwjpisT4sOvSAhWN3oMKHfi_CrsQFggUMAA&usg=AFQjCNHl-e3uyD5JBLPyRWBp8jcCAK5clg,https://www.meetup.com/Leslie-Knopes-Madison-Sit-Down/,"Indivisible Madison (Madison, WI) | Meetup",
784,We used to be Leslie Knope's Madison Sit-Down. Welcome! We are taking a ...,http://www.google.com/url?q=https://www.meetup.com/Leslie-Knopes-Madison-Sit-Down/events/236726858/&sa=U&ved=0ahUKEwjpisT4sOvSAhWN3oMKHfi_CrsQFgggMAE&usg=AFQjCNEf2pMJDAntIQIVjaJ13lTQRv7Rrw,https://www.meetup.com/Leslie-Knopes-Madison-Sit-Down/events/236726858/,"Calendar - Indivisible Madison (Madison, WI) | Meetup",
785,"1 day ago ... Indivisible Madison has been represented at most of the town halls we've had 
here in Wisconsin, and we've been making an effort to both ...",http://www.google.com/url?q=http://indivisiblemadison.org/&sa=U&ved=0ahUKEwjpisT4sOvSAhWN3oMKHfi_CrsQFggsMAI&usg=AFQjCNG8izwiiTLHVUk6yNcKNNtO4mWrXw,http://indivisiblemadison.org/,"Indivisible Madison – Promoting values of inclusion, tolerance, and ...",
786,"This page is a consolidation of the groups Indivisible Madison and Madison 
Indivisible Against Hate. ... March 18 at 6:52am · Madison, WI ·. If you are looking 
for ...",http://www.google.com/url?q=https://www.facebook.com/WeAreIndivisibleMadison/&sa=U&ved=0ahUKEwjpisT4sOvSAhWN3oMKHfi_CrsQFggyMAM&usg=AFQjCNEC_t1WPYwAXFqwA5rzR6bvcNG0ng,https://www.facebook.com/WeAreIndivisibleMadison/,Indivisible Madison | Facebook,
790,"THE WISCONSIN RESISTANCE ... Indivisible Wisconsin is a grassroots group of 
citizens inspired by the the principles of the .... (608) 264-5338 (Madison, WI)",http://www.google.com/url?q=https://www.indivisiblewi.com/&sa=U&ved=0ahUKEwjpisT4sOvSAhWN3oMKHfi_CrsQFghHMAc&usg=AFQjCNH1M8I18xvYljso1kWdXtl7QgUiww,https://www.indivisiblewi.com/,Indivisible Wisconsin,
794,"This is the group for members of Orlando Indivisible, used for organizing. FB 
Page:... ... Sun 7:00 PM EDT · First Unitarian Church of Orlando · Orlando, FL.",http://www.google.com/url?q=https://www.facebook.com/groups/OrlandoIndivisible/&sa=U&ved=0ahUKEwje-ej4sOvSAhVozoMKHQ8WCucQFggZMAE&usg=AFQjCNGywzHTwDb-JcQQCZgxlPfFlD3Qkw,https://www.facebook.com/groups/OrlandoIndivisible/,Orlando Indivisible Members Public Group | Facebook,
795,"Feb 19, 2017 ... Link to the Facebook event:https://www.facebook.com/events/
1558757914137715/ Public meeting for any/all members of Orlando Indivisible.",http://www.google.com/url?q=https://www.meetup.com/Resist-Orlando/events/237690830/&sa=U&ved=0ahUKEwje-ej4sOvSAhVozoMKHQ8WCucQFggeMAI&usg=AFQjCNE41d5pubLVuPdUPdxZ1db0VJ79Tw,https://www.meetup.com/Resist-Orlando/events/237690830/,"Orlando Indivisible Public Meeting - #Resist: Orlando (Orlando, FL ...",
803,"Birmingham Indivisible. 476 likes ... Birmingham Indivisible shared Spencer 
Bowley's post. .... Court Finds Alabama's Racial Gerrymandering Unconstitutional
.",http://www.google.com/url?q=https://www.facebook.com/bham.indivisible/&sa=U&ved=0ahUKEwi25I_5sOvSAhVK7YMKHXDfAq4QFggUMAA&usg=AFQjCNF2627caOtDRaPyWCxtEhRB-uAM8Q,https://www.facebook.com/bham.indivisible/,Birmingham Indivisible | Facebook,
804,"Birmingham Indivisible shared Indivisible Guide's video. · February 16 ·. Play .... 
Court Finds Alabama's Racial Gerrymandering Unconstitutional. The court found
 ...",http://www.google.com/url?q=https://www.facebook.com/bham.indivisible/%3Fhc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwi25I_5sOvSAhVK7YMKHXDfAq4QFggZMAE&usg=AFQjCNGFxDCIhQ9uGe4pOEu8_jV9WRWwog,https://www.facebook.com/bham.indivisible/?hc_ref=PAGES_TIMELINE,Birmingham Indivisible | Facebook,
805,"Indivisible Alabama. 1060 likes · 212 talking about this. Indivisible Alabama is a 
non-partisan progressive movement that uses grassroots activism and...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleAL/&sa=U&ved=0ahUKEwi25I_5sOvSAhVK7YMKHXDfAq4QFggeMAI&usg=AFQjCNHKFfETEyaNPyOqkyTJiKzGN08iZw,https://www.facebook.com/IndivisibleAL/,Indivisible Alabama | Facebook,
814,"Indivisible Baton Rouge representing at Senator Cassidy's Baton Rouge ... Fri 3:
30 PM CDT · 5555 Hilton Ave, Baton Rouge, LA 70808-2523, United States.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleBRLA/&sa=U&ved=0ahUKEwil6bT5sOvSAhXE8YMKHbOlDlgQFggdMAI&usg=AFQjCNHiUQX-kFtXSo9M-E2iXso8E7s6aw,https://www.facebook.com/IndivisibleBRLA/,Indivisible Baton Rouge | Facebook,
815,"Indivisible Baton Rouge shared their event. · March 6 at 1:06pm ·. MAR6 ... Mon 6
:30 PM CST · East Baton Rouge Parish Library · Baton Rouge, LA. Community.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleBRLA/%3Fhc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwil6bT5sOvSAhXE8YMKHbOlDlgQFggiMAM&usg=AFQjCNHwv-v7INNZ1o4fO5brULwDlrJrSw,https://www.facebook.com/IndivisibleBRLA/?hc_ref=PAGES_TIMELINE,Indivisible Baton Rouge | Facebook,
818,"Mar 5, 2017 ... The Indivisible Baton Rouge group is having another meeting. Would be a good 
place to meet others and get started with this movement!",http://www.google.com/url?q=https://www.meetup.com/Resist-Baton-Rouge/events/238167967/&sa=U&ved=0ahUKEwil6bT5sOvSAhXE8YMKHbOlDlgQFggxMAY&usg=AFQjCNGUNvUmv6Bha6ms4a5L9m0lxQL6FA,https://www.meetup.com/Resist-Baton-Rouge/events/238167967/,Indivisible Baton Rouge Meeting - #Resist: Baton Rouge (Baton ...,
825,"Transition Durham - A Resilient Community · Home · Members ... Indivisible: 
Building an Inclusive Movement. February 17 ... Durham, NC. Founded Jan 27 ...",http://www.google.com/url?q=https://www.meetup.com/Transition-Durham-A-Resilient-Community/events/237726888/&sa=U&ved=0ahUKEwjJydb5sOvSAhWM8oMKHQsxDhIQFgglMAM&usg=AFQjCNGyiOJ5mZ0o7skZIyRDqmiDEatS8w,https://www.meetup.com/Transition-Durham-A-Resilient-Community/events/237726888/,Indivisible: Building an Inclusive Movement - Transition Durham - A ...,
827,"Indivisible: FLIP NC. 175 likes · 100 talking about this. We are an Indivisible 
group in Durham/Chapel Hill called FLIP North Carolina taking targeted...",http://www.google.com/url?q=https://www.facebook.com/indivisibleflipnc/&sa=U&ved=0ahUKEwjJydb5sOvSAhWM8oMKHQsxDhIQFggvMAU&usg=AFQjCNHMiF7-j0OHFNngaYdNCzf7oX82oQ,https://www.facebook.com/indivisibleflipnc/,Indivisible: FLIP NC | Facebook,
832,"Find your Texas State Rep Governor Greg Abbott (800) 843-5789 (512) ... Texas 
State Senate District 4–Senator Brandon Creighton .... Laredo TX 78042",http://www.google.com/url?q=https://www.indivisibleaustin.com/resources/texas-legislature-contacts/&sa=U&ved=0ahUKEwj_o_35sOvSAhUE0oMKHc3pBg0QFggUMAA&usg=AFQjCNFKGngsCOHTOrdZzZMO1Q9dkMt5HA,https://www.indivisibleaustin.com/resources/texas-legislature-contacts/,Texas Legislature – INDIVISIBLE AUSTIN,
845,"Feb 1, 2017 ... This closely mirrors district office visits in the Indivisible Group Toolkit. ... by Texas 
state senator Charles Perry (R-Lubbock) and seeks to require ...",http://www.google.com/url?q=https://www.indivisibleaustin.com/2017/02/01/an-immigration-attorney-and-an-activist-scholar-explain-why-sb4-is-a-terrible-idea-and-what-you-can-do-to-stop-it/&sa=U&ved=0ahUKEwjqgqT6sOvSAhVHxYMKHbxqCq0QFggqMAQ&usg=AFQjCNEnBnXUtRlMj0RUIoy9d6_ImHOqMg,https://www.indivisibleaustin.com/2017/02/01/an-immigration-attorney-and-an-activist-scholar-explain-why-sb4-is-a-terrible-idea-and-what-you-can-do-to-stop-it/,An Immigration Attorney and an Activist Scholar ... - Indivisible Austin,
846,"Jan 29, 2017 ... Updates: Michael McCaul (TX-10) is reported to have helped draft the executive 
order, says ... Read TX-10 Indivisible's statement on McCaul.",http://www.google.com/url?q=https://www.indivisibleaustin.com/2017/01/29/actions-for-january-30-february-5-2017/&sa=U&ved=0ahUKEwjqgqT6sOvSAhVHxYMKHbxqCq0QFggwMAU&usg=AFQjCNH1pIeIGFJ8e4d2XVgiPgf7mFuJbQ,https://www.indivisibleaustin.com/2017/01/29/actions-for-january-30-february-5-2017/,"Actions for January 30 – February 5, 2017 – INDIVISIBLE AUSTIN",
847,"Feb 1, 2017 ... We're trying here in Lubbock, TX, but cannot get through. No more room for 
messages, and when we select 3 to speak to a member of his staff, ...",http://www.google.com/url?q=https://www.indivisibleaustin.com/2017/02/01/urgent-call-cornyn-on-betsy-devos-wed-afternoon/&sa=U&ved=0ahUKEwjqgqT6sOvSAhVHxYMKHbxqCq0QFgg2MAY&usg=AFQjCNHSEp5eWc8KdUmovV6SFwPawcpbzQ,https://www.indivisibleaustin.com/2017/02/01/urgent-call-cornyn-on-betsy-devos-wed-afternoon/,"URGENT: Call Cornyn on Betsy DeVos, well, always – INDIVISIBLE ...",
848,"Capitol Address: P.O. Box 12068, Capitol Station Austin, TX 78711. District 
Address: 11003 Quaker Avenue, #101. Lubbock TX 79424. Phone: (806) 783-
9934",http://www.google.com/url?q=https://www.indivisibleaustin.com/resources/texas-legislature-contacts/&sa=U&ved=0ahUKEwjqgqT6sOvSAhVHxYMKHbxqCq0QFgg8MAc&usg=AFQjCNFKGngsCOHTOrdZzZMO1Q9dkMt5HA,https://www.indivisibleaustin.com/resources/texas-legislature-contacts/,Texas Legislature – INDIVISIBLE AUSTIN,
